	8
Vavra Julcsi	2
Bodnár Rudolf,	1
Robin Grant Sperling,	2
Tánc: Daniel Lepkoff,	1
David Olteanu,	2
SZÉCSÉNYI-NAGY LORÁND),	1
Molnár Sándor  festőművész	2
Almásy Otília  Bab Zsili,	1
Hercsuth György,	2
Zombori Mónika	23
Gyuris Róbert,	5
Armas Ketonen a Pirkanmaai Művészeti Bizottság főtitkára,	1
Bráda Enikő,	1
Michele Walerich,	2
Konstantin AKINSHA,	2
GERGELY Nóra,	1
Gesztelyi Nagy Zsuzsa,	18
Peter Michaloviè	4
Vlasta Žáková,	2
Andrew Newton,	2
Gáspár Szilvi Jazz Band,	2
METIS francia fotóügynökség,	2
Mariya Kozhanova,	2
Frederique Constant,	1
prof. Tölg-Molnár Zoltán	2
Koleszár Adél	2
Stigmatic Destruction,	2
a Budapesti Építész Kamara elnöke,	2
Zapphire (H),	2
Pittmann Marci,	2
Jobbágy Bernadett,	2
Vashegyi György,	4
Michelangelo Pistoletto,	1
Richard Ibghy,	1
Rob Ibolya RO,	2
Dj Szél,	2
Pilló Ákos,	2
Majoros Áron Zsolt,	19
Gazdag Ágnes,	16
Kardos Mária,	2
Szigethy Anna képzőművész	2
Nádor Katalin	2
Rob Ibolya,	2
Galambos Éva,	11
Szuhaj György,	4
Simon Andrea,	3
Kovács József,	2
DrKissRitaPanda,	4
KELEMEN Bíborka,	2
GLUKLYA (Natalia PERSHINA-YAKIMANSKAYA,	2
Kollmann Szilvia	2
Csapody Miklós irodalomtörténész	2
SZOLNOKI MŰVÉSZTELEP művészei,	2
Boros Mátyás képzőművész,	2
Sánta János Botond,	10
ÖRKÉNYI Antal,	1
ludditák,	1
A SPIRÁL TEAM -,	2
Madarász Györgyi,	24
Beszélgetés a művészekkel 18 órakor	1
Budapest igazgatója,	2
Hallgatói Hálózat,	2
Jeroen de Rijke & Willem de Rooij,	2
BERKES ÁDÁM CSANÁD,	5
Gil & Moti,	2
Nagy Kriszta x-T performansza,	2
Sulyok Miklós	25
Az érzékek mértéke - Válogatás a FRAC Loire gyűjteményéből,	2
24 fő doktorandusz hallgató,	2
Susanne Gottberg,	2
A helyes út,	1
Dr habil HEGYI CSABA	1
Alain Keler,	2
a Trafó Galéria munkatársa	2
Nagy-Kardos László,	2
MUCIUS,	2
Róka Enikő művészettörténész,	2
fotósok,	3
Michael Kunze,	2
Fábián Kálmán,	2
Grzinic,	1
Ligetfalvi Gergely	8
Sensaria Csoport,	2
Herman Levente  Horváth Krisztián,	3
Fe­ren­czy Zsolt,	2
Karácsony László,	1
Meszlényi Péter,	2
Albumbemutató	1
Novotny Tihamér művészeti író	9
Anna Ondru¹eková	2
Az új olvasási mód mïvészei,	2
Franziska Muchentaler,	2
Szoboszlai János és Petrányi Zsolt,	2
K.Horváth Zsolt,	2
Bolla Szilvia,	10
Hoffmann Henrik	2
Gyenge Zsolt,	7
☖ Évzáró party: Æ (SK),	2
Maja Licul,	1
Omar Arcega,	3
Dalai Dávid formáció,	2
Camila Sposati,	2
litván,	4
Han Schuil,	1
ESTERHÁZY Marcell,	14
Lakatos Norbert,	2
Orbán Gy.,	2
Szirtes János,	110
Király András,	52
Bartha,	3
ZÁVADA Pál író,	2
a MAOE alelnöke,	2
Elek Imre,	7
Fignár Levente,	2
Bán Mariann keramikus,	2
Kor­ha­tár nél­kül – csa­lá­di nap	4
Documentation Centrer and Museum in Eisenhuttenstadt,	1
Gáspár Júlia	4
Szabó Barnabás,	3
Lukács József,	2
Dominique Malaquais,	2
Konrád Kaszás,	2
Dr. Gálig Zoltán és Dr. Zsámbéky Mónika,	1
Duronelly Balázs,	9
Kund Iván Patrik,	2
Hollán Sándor,	3
Nádas Alexandra,	33
Gál Réka,	3
32. Magyar Sajtófotó pályázat,	6
KUSOVSZKY BEA,	1
Balkay Ferenc képzőművész,	2
Áfra János,	4
Müller Péter Sziámi: Ex-kódex	1
Kollár Zsófia,	1
KADAR Joseph (Le K’dar) m.v,	2
Kocsis Levente,	1
A Magyar Vízfestők Társaságának kiállítása,	2
Jakovits József,	3
Richter Zsuzsi,	2
FENYVESI Áron művészettörténész	2
Calin Dan - beszélgetés a művésszel,	2
Konferencia	2
Karl-Oskar Olsson (Svédország),	2
Szvet Tamás,	22
Wilheim Gábor,	2
Ásztai Csaba,	2
MAJLINDA HOXHA,	1
Első Magyar Látványtár	2
Writing in the Humanities after the Fall of Communism	1
Lucia NimcováIrena Paskali,	2
Eirini SOURGIADAKI,	2
Beata Długosz,	1
Szilágyi László,	4
Szoboszlay János	2
Balla Vivien,	2
Kopeczky Róna művészettörténész	2
Kárpáti Dódi	2
MAYER Éva,	15
Martha Scheeren,	2
Pongor Soma	1
Liszt-díjas trombitaművész	2
Szabó Barnabás fotóriporter,	2
Mohau MODISAKENG képzőművész (Dél-Afrika)	2
Laurent Mareschal,	2
Storyboard,	1
Orosz István	7
Ghyzcy Dénes,	1
Verebics Katalin	2
Szűcs Attila	20
György Gabriella,	3
Fodor Balázs költő	2
résztvevők: Sugár János,	2
Katalizátor-díj	2
Harsányi Réka media designer,	1
Birkás Ákossal,	3
Blaskóné Majkó Katalin,	4
Góbi Rita,	6
Josef LINSCHINGER,	2
Süli Zakar Szabolcs,	2
Tibor Zsolt	9
BÁNKÚTI EMESE,	2
Mosonyi Tamás,	1
Szereplők: A szabadiskolai szeminárium résztvevői	1
Bernhard Purin esztéta  a müncheni Zsidó Múzeum igazgatója,	2
Liubov NEPOP,	2
a MAOE elnöke,	2
Ábel Tamás,	4
Dr. SOLYMOS Sándor a Magyar Képzőművészeti Egyetem tanára	2
Hajtmanszki Zoltán,	2
Beautiful People	2
Alex Braun,	2
Jeon HYUNGWON	2
Whandal Syporca,	2
Báron György,	2
Ján Macko,	2
RayMonde,	2
PACSIKA Rudolf,	2
Közreműködik: Selecta Paco	2
Robert Fry,	1
Gulyás Gábor,	45
Dr. Horváth Csaba alezredes a HM Hadtörténeti Intézet és Múzeum parancsnokhelyettese	2
Ester Hagenmaier,	2
Magyar Elektrográfiai Társaság (MET),	1
Gyöngyösi Tamás	2
Rabóczky Judit Rita (vágás,	1
RECHNITZER ZSÓFIA	1
Daróczi Ágnes,	2
Mancsiczky Rebeka viselkedéselemző,	1
Góra Orsolya festőművész,	2
A kiállítás kurátora,	2
Lőrinc Katalin,	2
Szentendrei Teátrum 50,	1
Katalin Székely	1
Yin-Ju Chen,	2
Zsigó Bianka,	4
Révi Norbert,	20
Marko A. Kovaèiè,	1
Heijo Hangen,	2
Hermann Zoltán	1
Tomá¹ Hlavina (CZ),	2
Gulyás Gábor esztéta  a Műcsarnok igazgatója	1
dr. Virág Judit	2
Josef Bolf	2
Ágoston-Papp Mónika,	3
meglepetés-akcióval a projektben résztvevők	2
Nezer Berliner Kunstverein,	2
Faur Zsófia,	8
Francois Laquiéze,	1
Hersko Judit,	4
Jean Guillaume Bastien,	4
Ailsa Margot MacKenzie,	2
Michaela Hantabalová,	2
DEBRECZENI Imre,	4
Renée Bossaert,	2
Bp.Szabó György,	2
Karla Spiluttini,	2
Elek Is (Kada),	2
Jinwoo Lee,	2
Nagy Dénes festőművész,	2
x-y	1
Slaven TOLJ,	2
Factor 44 belga független kiállítóhely hat képzőművészének előadása	2
TNPU,	5
Döbröntei Zoltán	2
Gelatin,	2
Gil @ Moti,	2
Gombocz Éva,	6
Schmied Andi,	36
Műcsarnok - Cipó Galéria,	4
Gosztonyi Géza,	1
Vékony Délia,	6
Dr. Wolfgang Riedler	2
Guntars Sietins (LV),	2
Pintér Dia,	7
német,	1
Makai Gábor,	2
emlékkiállítása,	2
Kossuth-díjas szobrászművész,	1
Chantal Akerman (B),	3
Kis-Prumik Zoltán,	4
Dr. Bán András	2
Nemes Z. Márió	30
Dany Paal,	1
Lucian Bernhard,	1
Eine,	2
Csuja Bence	2
Korniss Dezső,	24
vj Fekete J.,	2
Fenyvesi Tóth Árpád	2
A Magyar Plakát Társaság jubileumi kiállítása,	2
Várfok Galéria művészei,	3
S.Nagy Katalin,	2
Dóczy Alpár	2
Schuller Judit Flóra,	24
Christoph Draeger [CH],	2
Juhász Annna,	10
Voronko Vera,	2
Kubiszyn Viktor,	2
Pantl Mihály (1945és#8211;1995),	1
André Kertész Nagydíj,	2
Kéri Ádám,	2
PPP/Bakos Gábor és Szabics Ágnes,	2
Magyar Kétfarkú Kutyapárt,	1
Békefi Róbert m.v.,	2
Kerekes Elek,	1
Horváth László,	13
Tóth Tímea,	2
Katarína Mňahončáková,	2
Balla Ildikó,	4
Komondy Zoltán,	2
Tolvaly Erno festomuvész,	1
Gyuk Krisztina,	14
Huber Zoltán,	4
Jokesz Antal fotográfus,	1
Gallery8 - Roma Kortárs Művészeti Tér,	2
Kákóczki András művészettörténész,	4
Petró Petra,	2
Frédéric Rauser,	2
OVEK_FINN csoport (Csiki Csaba,	2
Csécsei Ilona,	2
Első Magyar Látványtár,	5
Máriás István - Horror Pista,	4
a III. crosstalk video art festivalon való részvételre	2
Bogdan RAŢA,	2
Gálvölgyi Judit,	2
Alain Fourgeaux kulturális attasé,	2
Mag Gyula,	1
kacsó fugecu,	2
Hervé Lóránth Ervin,	1
Chilf Mária és Szörtsey Gábor,	3
Kerényi Zoltán és a Fortepan fotógyűjtemény ismeretlen alkotói,	3
Weiszer Alinda szerkesztő	2
Teresa Kotkowska,	2
Szántó György,	2
Hajdu Gábor,	2
Kertész Endre	1
Cseke Csilla,	2
Bangócs Gábor,	2
Zoltán Sándor	2
Mazzag Istvá,	2
Vang Csing-szung (Wang Qingsong),	2
Lendvai Antal,	2
UJHÁZI Péter,	2
Hernád Géza,	2
GINDELE Tibor,	4
Soltis Miklós,	2
Árokszállási Ronald,	2
Aj Vej-Vej,	2
Művészet és technológia,	4
Rooshika,	2
Katherine McMahon,	2
26 kortárs művész részvételével,	2
JAGICZA Patrícia,	2
Peter Hefner	1
Kálmán Kata,	4
Buzás Kálmán várostörténész	2
Várnai Gy,	2
Haris László,	21
Vécsei Júlia,	47
MÁRKUS Péter,	4
Herczeg Eszter,	3
tranzit.hu	4
Számos művész	1
Vadim fiskin,	2
Chiharu Shiota,	2
Olof Bandh,	2
Hans W.Koch (DE),	2
ZALAVÁRI András,	2
Somlai-Fischer Ádám	2
MÉLYVÍZ,	2
Mezey András "Golyó"	2
Gajcsi Blanka,	4
Kucsora,	2
Vasvári Márton	2
Fajgerné Dudás Andrea,	46
Egri Erzsebet,	1
El‐Hassan Róza,	2
Blaskó Balázs,	1
Somló Dávid	2
Vadász György	2
Dr. Gömör Béla,	1
Duncan Jordanstone College of Art & Design University of Dundee,	2
UHL Gabriella művészettörténész,	2
Megnyitja : Tirts Tamás kulturális igazgató	1
Rudolf Dührkoop,	1
a könyvet bemutatja: Feledy Balázs	2
Molnár Ádám-Bócsi Péter,	2
Naomi Devil,	13
Hoffmann István műgyűjtő,	2
Széman Richárd,	2
Cselőtei Nikolett,	2
Szlabey Zoltán képzőművész-kurátor,	1
Sugár János	82
Bányász Anna,	2
Taskovits Éva,	2
Szalay Zoltán	2
Kádár Béla,	5
Sebastian Marbacher,	2
Glócz Vendel,	2
Csuta György,	2
Demeter István,	10
Kóródi Zsuzsa,	1
Oroszország Magyarországi Nagykövete	2
Nakamura Tetsuya,	2
Fülöp Gábor,	33
Dr. Jivens O. Breewenses,	2
Török Adrien	10
Tetiana Pavlyk,	1
művészetkritikus	3
a PTE MK dékánja	1
Alföldi György,	2
Erdőszőlő,	2
a Magyar Képzőművészeti Egyetem végzős hallgatói,	2
Marin Majić,	2
Saxon Szász János	1
Ficsku Pál,	1
Performansz directed by Aurora Aulong	2
XANTUS Gyula,	2
Szabó Klára Petra,	32
PITTMANN Zsófi,	2
Jaroslav Varga,	1
Leposa Zsóka	5
Vej Csia (Wei Jia),	2
Csordás Gábor-író,	1
Bonnyai Zoltán	1
PETER KLITSCH,	1
Chang Soo Kim,	2
Antal Nikolett	1
karafiáth orsolya	1
Nary Arthur R,	2
a Széchenyi Akadémia ügyvezető elnöke	2
David Stuart Sutherland,	2
Jakob von Wagner	1
Szombathy Bálint művészeti író	2
Beata Jaczewska,	2
Farkas-Kontra Máté,	2
Timothée Raison,	2
Paksi Endre Lehel,	26
Rabah Khalil,	3
Albert Katalin Passe-p Art,	2
DARADICS Árpád,	11
Issa TOUMA,	2
Ilosvai Zsófia,	3
Gál Renáta,	2
José Roberto Aguilar,	2
filmrendező	6
Everton Wright,	2
3 alkotócsoport,	2
2010–2013 között az új polgári törvénykönyv előkészítését koordináló miniszteri biztos,	1
Fred SANDBECK,	2
Salla Tykkä	3
Filep Sándor,	2
Szendrő Veronika,	2
Vierka Vojčiakova,	2
Tardy-Molnár Anna,	4
Sugar János,	2
MAttyasovszky Péter	2
Lobler Ferenc,	5
Mag Krisztina Szilvia,	4
Karl Martin Holzhäuser,	2
Sípos János,	2
Lengyel Tibor szobrászművész,	1
Chen Chieh-jen,	2
Sáros András Miklós	2
Boromisza Tibor,	4
Vladimír Beskid,	2
Billing,	1
Alex,	1
György András református lelkész,	2
Hincz Gyula,	10
Kardos Bálint,	2
ANRI SALA,	1
Romi Avidan	2
Tarr Kálmán,	1
Józef Robakowski (PL),	2
Nádai Andrea,	2
Pápai Emese	1
Dr. Beate Wild,	2
Bán Ildikó	1
Hejettes Szomlyazók	3
Matykó Károly	1
Jace (F),	2
Tóth Ditta műkritikus	2
JUHÁSZ Éva,	4
Juhász Márton András (H),	2
az Alkotók	2
Csikós Péter,	1
Meghívott kiállítók,	2
Raphael Nägeli Kulturattaché	1
Végh Júlia,	11
Borsos János,	24
Pap Rami,	2
Racskó Juli,	2
Kali Kinga,	2
Nina Czegledy,	8
Szabadkéz	2
Liina Siib,	2
FILLÉR Máté,	2
Szacsva y Pál (HU),	2
Zsuffa és Kalmár Építész Műterem,	1
Aleksander Komarov (BY / NL),	2
SZAF (Szájjal és Aggyal Festők Világszövetsége),	1
a Neue Galerie igazgatója	2
Fabrizio Plessi,	6
A MAMŰ tagjai,	1
Nagy Kristóf	2
Patai Zsolt,	2
Fehér Ferenc,	3
Fazekas István,	2
Sean Caulfield,	2
Gwizdala Dáriusz,	13
Nagy Kriszta	3
Sárvári Zita művészettörténész	2
Hevesi-Szabó Lujza,	2
Klaniczay Gábor	2
Bortnyik Sándor,	2
Maracskó Gabriella grafikusművész,	2
Vlad Morariu,	2
Matos Gergely,	1
Zsikla Mónica	1
Vasvári Csaba,	2
SOLTI András,	2
Kuti Róbert,	2
esztéta	34
Janez Bernik,	2
Havacsák Éva,	1
novotnyi tihamér	1
esztéte	2
Marilena Preda-Sanc Mircea Suciu,	1
Karádi Eva,	2
TINA B.	2
Barakonyi Szabolcs	5
Vizsolyi János szobrászművész,	2
S. Nagy Katalin	6
Budapest Galéria	2
Gosha Rubchinskiy,	2
Ana Manso,	2
Leena Holmström,	2
Laz Jori,	2
Milo¹ ©tofko,	2
Kerekes Emőke fotóművész	2
Juhász Krisztina,	2
Fabényi Júlia	2
El-Hassan RózaésSalam Haddad,	2
Szilágy Sisso Szilvia,	2
Názer Ádám történész,	2
Holly STREEKSTRA	2
Spengler Katalin műgyűjtő	2
zongorabillentyű,	2
Charles Lansiaux,	2
Gerzson Pál,	5
Balla Gabriella előadása	2
Varga Gabriella	2
POKORNY Attila,	4
Pinczés József,	21
TÓTH Anett,	2
Földesi Barnabás,	3
Négyesi Ádám,	2
Ladislav Ivan Galeta,	1
Lájer Vera	4
Gulyás Miklós	4
Dinea László,	1
Jokesz Antal	8
Alexander Saburov,	2
TORNYAI Péter,	2
Galambos Éva  Halmi-Horváth István,	3
Daniella Loisel,	4
Emily Verla Bovino	2
Kitchen Budapest kutatók,	2
Jacques Ranciésegrave;re	2
Dr. Szeifert Judit,	2
BÍRÓ BOTOND,	4
Szécsényi-Nagy Lóránd,	3
Memento Mori Közhasznú Egyesület	2
coloratura soprano Ingrid Kertesi,	2
Liszka Tamás,	5
Papageorgiu Andrea	5
Trio Beeper	2
Nemes Judit festőművész,	2
Bódis Barnabás,	9
Sánta Kristóf,	6
Pintér György,	2
Debbie French,	2
Ferenczy Zsuzsa,	2
kritikus; Eötvös Loránd Tudományegyetem,	1
Csíkszerda,	2
Cellux Csoport,	2
MULASICS László,	2
Tamás Gáspár Miklós filozófus	2
Tamás Kaszás,	2
Michael Koch,	4
RÉVÉSZ Ákos,	8
Tomsó Judit	2
Ferenczi Emőke,	7
kiállítás cseh,	3
Sivák Zsófia	1
Szerényi Gábor	6
Arturo Infante,	2
Leona Blum,	2
PASTORE PICO (I),	2
Somfai Rezső,	2
Szabó Vladimír,	2
Tamás Mihály Attila,	2
Hyung-Min Yoon,	2
Bazsányi Sándor	14
GRZEGORZ KLAMAN,	2
Nyilas Márta,	14
Kasza Orsolya media designer,	1
Mark Kremer együttműködésben Edwin Carels és Dieter Roelstraete kurátorokkal,	2
Sandrine Mazetier	2
Mándy Laura (Nagy Oszkárné),	2
Yak & Yeti,	2
Uhl Gabriella,	38
MinDiGő (Bogyó Virág,	1
Szipál Márton fotóművész	2
Greta Alfaro,	4
Zene: goma	2
Kulcsár Kinga,	3
Nyikos Andrea,	1
Eva Schlegel,	3
Arshi Ahmed,	2
Esther Strauss,	2
Robert Konieczny + KWK Promes,	2
Corvin Rajziskola,	2
Fodorné László Mária,	2
Egyed Gábor,	4
Bardon Barnabés,	2
Birkás Anna történész,	2
Sivák Zsófi,	2
Kiss Gábor Miskolc alpolgármestere,	3
Dániel Fodor Dániel,	2
Marlena Novak,	2
M. Novák András	2
Catherine Jozsa  a brüsszeli Jozsa Galéria vezetője	2
művészek és alkotótársaik,	2
Fábián Évi	2
PAUL HORN	2
Nagy Angéla,	2
Korcsma Zsombor	2
IMPEX - a KÖNYV,	1
Balogh Gyula,	8
KIS MAGYAR PERFORMANCE ÉS ZENEI FESZTIVÁL,	1
Lakos Máté,	2
Fotográfusok,	2
Szeifert Judit m&#251;vészettörténész	2
Jiri Kolar,	2
Rácmolnár Sándor,	47
Dr. Ninkov K. Olga,	2
STEFANOVITS Péter m.v.,	2
Stefano Bottoni,	1
Mikola Rjabcsuk,	2
Klein Rudolf fotói,	1
Róka Csaba	2
Kaz Kondo,	1
Athén,	1
az igazgatótanács tagja	2
SZIKO - fotóművész,	2
fotóművész	5
Wilheim András	2
Bárdosi József művészettörténész	5
Dr. Professor,	2
Gabriela Aberastury,	2
Giuseppe MINORETTI (I),	4
András Edit	11
Łukasz Jaworski,	1
Pálfalusi Attila,	16
Pdmaniczky Szilárd író	2
Kovács Alida	1
Paweł Jońca,	1
Maria Noujaim,	2
Boros Miklós,	2
Batia Suter,	1
Slaven Tolj,	3
Devanthey&Lamuniére,	1
Nagy Gábor György	4
Rózsás Lívia,	11
SZALAI A ttila festőművész,	2
OSGYÁN Gergő,	2
KÁROLY Eszter,	2
Kishonthy Zsolt művészettörténész,	2
Ravasz Jonathan,	1
Szalay Tamás	3
Niclas Anatol,	2
Deak Csillag	2
Trafó kiadványok,	2
UK/GR - Candida Pestana,	2
Gabulya Márta keramikus művész	1
Lenzsér Péter,	2
Kő Virág,	2
Margl Ferenc	3
Kőszegi Angéla,	2
22h KONCERTEK,	2
Huszánk Szilárd,	6
Válogatás a grafikai gyűjteményből,	2
Nagy-Kálózy Eszter	2
Dmitry Zhuikov,	2
Lepsényi Imre,	20
WALICZKY TAMÁS videoművész,	2
Subicz Gábor - szárnykürt	2
planetmalcolm	2
László Gergely	3
MONITOR – kritikai platform és nyitott műhely,	2
Antonio Sammartano,	2
BOGÁNYI KONCERT és KEREKASZTAL	2
Lénárt Zsuzsanna	2
Szász Anna Lujza,	4
Székely Sebestyén György,	2
Boryana Rossa,	2
Howard Kramer,	1
Kálmán Béla,	2
SALAMON Júlia,	2
Kiss Imre,	3
Dr. Kavecsánszki Gyula DLA képzőművész,	2
Seres László	4
haász istván,	2
Kolbe Mihály,	2
zene: Czitrom Ádám	1
Ba­lázs Zol­tán,	2
Márton Emil TÓTH,	2
Magyar Ágnes	2
Vasas Erika	2
Horváth Tamás,	1
El Hassan Róza,	2
Sebestény Ferenc,	2
prof. Kőnig Frigyes DLA,	2
Szabados Árpád,	14
Giovanni Battista,	2
Cicero	1
Kisfaludy András,	2
HERVÉ Rudolf,	2
Fajgerné Dudás Andrea Júlia,	2
Varga Lili művészettörténész	2
Sajdik Ferenc,	2
Pécsi Tudományegyetem Muvészeti Kar Képzomuvészeti Mesteriskola,	1
szobrás,	4
Peter Lehocký,	3
Soltész  Melinda,	2
Minden művész,	2
Feledi Balázs	2
Ajpek Orsi,	2
G. Szabó Beáta,	2
Somorjai Kiss Tibor grafikusművész,	3
moderátorok: Kerényi Máté,	2
Ghenadie POPESCU,	2
Láng Annamária,	2
Schmal Alexandra szerkesztő,	2
Csorba Simon,	10
Bogyay Katalin nemzetközi szakállamtitkár  Oktatási és Kulturális Minisztérium,	2
Zaránd Gyula,	5
tranzit. hu (Hegyi Dóra és László Zsuzsa)	3
John Goto,	2
Tamási Zoltán Goly,	2
Gantner Dániel,	4
Bánóczki Tibor,	1
Szakcsi Lakatos Béla zongoraművész	2
Szász György,	41
A kiállítás szervezői: Bátai Sándor  HAász Ágnes,	2
Cserna Csaba és Darvas Benedek,	1
László Kiss Dezső,	3
Hans Winkler,	2
Michał Sroka,	1
Mile Szandra,	9
Pavel Friè és Luká¹ Müller,	2
Piotr Bozyk,	2
Haránt Artúr (hu),	2
Miltényi Tibor fotóesztéta	2
Csáki,	2
Erdődi Katalin,	8
Farbaky Péter,	2
Bánki ÁKos	2
Pécs,	2
Brinkus Kata,	2
Muka Péter,	1
Budapest Főváros XVIII. kerület Pestszentlőrinc-Pestszentimre alpolgármestere,	5
Iványi-Bitter Brigitta kurátor,	2
Krizbai Alex,	4
Orlai Balázs,	1
Szelley Lellé képzőművész	2
Tarka Niko,	8
Balázs Zsolt,	2
Botond KERESZTESI,	2
Palik Eszter,	2
Nina Kovacheva  Denisa Lehocka,	1
Ute és Werner Mahler,	1
Niklai Judit	5
Anne Van der Linden,	1
vendég: Erhardt Miklós,	2
Mátrai Erika	2
Szentendre	2
Szász György szobrászművész	2
Esther Cohen,	2
Vargha Balázs,	1
Élesd,	2
Kerékjártó Dalma	2
Maria Kalogiorgi,	2
international group show,	2
Aknai Katalin művészettörténész	23
Mohamed Gamal Sophia,	1
Szkárosi Endre	14
©ejla Kameriæ,	2
Gödrös Frigyes,	2
Varga Lilla	2
FAJGERNÉ DUDÁS Andrea,	2
Prutkay Péter,	2
Dr. Radnai Márton,	2
Kalász Márton,	2
FEHÉRVÁRI Tamás,	4
Miltenyi Tibor es a United Dreams of Night koncertje	1
Barabási Albert-László,	2
Kernács Gabriella	3
Alexander Tinei	8
Ajdan SZALAHOVA,	2
HAász Ágnes a HEAA elnöke,	1
Vetró-Bodoni Barnabás	2
Lévai Balázs televíziós szerkesztő-rendező	2
Levi Barbosa	1
médiaművész	2
Kores Eszter	1
MISTO - Naszádi Anna,	2
Pethő Anikó,	2
Katona Anikó művészettörténész	2
Peternák Miklós - Angel Judit,	2
Horváth Kornél	2
Jaros³aw Barto³owicz,	2
Uray Ágnes	2
Sulyok Miklós,	92
Zirczi Judit	1
Kurt Welther,	2
Körösényi Tamás,	42
Roy Adzak,	2
Bárány Máté,	4
Hajdú D. András,	16
MUSICA MORALIA	1
az MKE rektora,	2
Turai Hedvig művészettörténész	2
Szeleczki Rozália,	3
Nevelő Judit	2
Carol Borja (Mexikó),	2
Surányi Nóra,	19
Louis Henderson,	6
Czóbel Béla,	24
HALÁSZ Károly,	4
Anca Benera – Arnold Estefán,	4
k.kabai lóránt,	2
projektfelelos / project manager : Bakos Gabor,	2
Andrej Tarkovszkij,	2
José Luis Martínez,	1
Adamkó Dávid,	19
Juraj Florek,	4
Akademia Sztuk Piêknych im. Jana Matejki w Krakowie,	2
A Cseh Építészek Szövetségének kiállítása,	2
Jānis Deinats,	2
Francis Alÿs,	6
Grudl-Turi Gábor,	2
Josip Brandis (HR),	2
Nem Privát Színház	2
Fazekas Szabine,	2
Horváth Levente	2
2003. augusztus 16. 17.00 órakor is	2
Márton László író	10
közgazdász	2
Hangyel Orsolya (RadaR)	3
Michel CARMANTRAND,	3
Kaponya Judit,	2
Oroszy Anna,	2
közreműködnek a Széchenyi István Egyetem Varga Tibor Zeneművészeti Intézet hallgatói	2
dr. Katona Lucia,	2
Nagy Eszter,	2
Georgios Tzortzoglou,	4
Tóth Krisztina író,	2
Ujvárossy K. László,	2
Lázár Eszter művészettörténész,	2
Ivan Lardschneider,	2
Gáspár Antal,	2
A hangszereket  megszólalataja:  Gyulai  Csaba  és  Mizsei  Zoltán	2
Kiss Zoltán László,	2
Beluzsár Csaba,	2
Kállai Márton,	6
Gál András,	43
Aleks Soselia,	2
Jaroslav Němec (Kabinet architektury,	3
Jean-Pascal Léger,	1
John Jordan,	2
Kontroll kiállítás művészei	2
Torday Alíz,	2
Lehel Jenő,	2
Sanna Harkonen,	2
Máté Gábor	4
Melykó Richárd,	2
Rékassy Eszter	2
Jubghaus Timea	2
Dr. Meskó Norbert	1
Bojár Iván András művészettörténész  az OCTOGON főszerkesztője	2
Julio Panisello,	2
Százados Lászlóval Hajdú István beszélget	1
Anca Benera & Arnold Estefan,	3
mag. Rudolf Roth	1
Bruce Posner,	1
Székely Jan,	2
Mészáros Erzsébet,	2
Torday Aliz,	1
Lóska Lajos művészttörténész	2
Halász Dániel	2
Joost Rekveld,	2
Forgách András író	2
Paróczi Ágnes,	2
Orgoványi Gábor képzőművész	2
Lévay Jenő	9
MOHOLY- NAGY LÁSZLÓ,	3
Kemenes Tamás,	2
Perbak Jensen,	2
Bakos Maxim,	2
St. Auby Tamás	1
Simon Zsuzsanna	4
Szarka Klára fotótörténész	1
Konrad Korabiewski,	2
Oberfrank Luca	2
Lux A	2
CZIGÁNY Ákos,	6
SASS Valéria,	4
Schubert Ernő,	2
Cserny Márton,	3
Csomag III.,	2
Florian Haas,	2
Szabó Benke Róbert	1
Fáskerti Zsófia,	11
Bruno Barbey,	2
Halász-Hradil Elemér,	2
helyszínelő	18
Maria Muhar,	2
Tatjana Muravskaja,	2
felugossy László,	1
Csach Fruzsina,	2
/////////fur//// művészpáros,	2
Vincent Grunwald,	2
Daniel Alcalá,	3
Sebastian Wahlforss,	2
GELENCSÉR GÁBOR filmesztéta	2
John Cage,	2
Bosznai Tibor	2
Láng Eszter képzőművész,	2
Juan Sebastián Gómez /BOA büro für offensive aleatorik,	1
Ködmön Richárd	2
Potozky László,	2
Pirk László,	5
prof. emeritus Fekete György,	7
Kolumbán Hanna,	6
Westel Fotópályázat,	1
ÉDESKE Haraty István	1
Gábor Móricz,	2
Kiss Gábor alpolgármester,	2
Can,	1
Omega,	1
José Luis Rodriguez de Colmenares y Tascón,	2
Haász Ágnes	4
Florina Leinss,	3
Kovács Mári,	2
Erős Ágost Koppány	2
Patak Márta író,	4
MOME Vizuális Kommunikáció Tanszék hallgatói,	1
Fe Lugossy László,	6
Schuch Lili,	2
Fridvalszki Mark,	15
Sebestyén Zoltán Mucius,	7
Vince Ottó,	2
Kőrös János,	2
L.Simon László író  az Országgyűlés Kulturális Bizottságának elnöke,	1
Jana Gregorová,	2
Juraj Oravec festőművész,	2
Kéry Bálint Bence	2
a Filmvilág kritikusa	4
a Ludwig Múzeum - Kortárs Művészeti Múzeum igazgatója,	2
Ottományi Katalin,	2
Kepes András dékán  Kommunikációs és Művészeti Kar,	2
Philippe Hélénon,	2
Flip Csaba	2
Kiss Adrian,	8
Hofer Noémi,	2
ifj. Kurtág György	2
Dienes Gábor,	2
VINCZE Ottó,	2
Vágvölgyi András,	2
