	similarity_component_id	step6
1126	157	tóth viktor trio
1127	157	tóth viktor
1128	157	tóth viktória
1129	158	novotnyi tihamér
1130	158	novotny tihamér
1131	158	novotny tihamer
1132	158	novotny tihaméreti író
1133	159	törzsök kata
1134	159	törley katalin
1135	159	török katalin
1136	159	tölgyesi katalin
1137	160	magyar mónika
1138	160	magyar fanni
1139	160	magyar anikó
1140	160	magyari mónika
1141	161	tamási gábor
1142	161	tasi gábor
1143	161	tomka gábor
1144	161	tokai gábor
1145	162	albert alianna
1146	162	albert adam
1147	162	albert anna
1148	162	albert ádám
1149	163	hangyól judit
1150	163	gál judit
1151	163	hangyál judit
1152	163	gábor judit
1153	164	simon starling
1154	164	simon hantai
1155	164	simon kati
1156	164	simon katalin
1157	165	tóth eszter
1158	165	tórh eszter
1159	165	tóth anna eszter
1160	165	tóth eszter adél
1161	166	mayer mariann
1162	166	mayer marian
1163	166	mayer anna
1164	166	mayer marianna
1165	167	ladjánszki márta
1166	167	ladjánszki márta: tánc
1167	167	ladjánszki  márta táncművész
1168	167	ladjánszki márta h
1169	168	bán andrás
1170	168	bruncsák andrás
1171	168	braun andrás
1172	168	bánkuti andrás
1173	169	sebastian bieniek
1174	169	sebastian baden
1175	169	sebastian baden d
1176	169	sebastian bożek
1177	170	tomas piars
1178	170	tomasz piars
1179	170	tomasz opania
1180	170	tomek piars
1181	171	Plágium 2000,
1182	171	Plágium2000,
1183	171	Plágium 2000
1184	171	Plagium2000,
1185	172	szabó andrás
1186	172	szakács andrás
1187	172	szalai andrás
1188	172	szamek andrás
1189	173	botár lászló
1190	173	bod lászló
1191	173	bodnár lászló
1192	173	bognár lászló
1193	174	balogh andrea
1194	174	balogh endre
1195	174	balogh tünde
1196	174	bandl andrea
1197	175	hajdu istván  műkritikus
1198	175	hajdu istvánetkritikus
1199	175	hajdu istván kritikus
1200	175	hajdu istván műkritikus
1201	176	mladen stilinović
1202	176	mladen miljanovic
1203	176	mladen miljanović
1204	176	mladen stilinoviæ
1205	177	vadászi zoltán
1206	177	vancsó zoltán
1207	177	vass zoltán
1208	177	vancsó zoltán fotói
1209	178	tót endre
1210	178	tóth andrás
1211	178	tóth andrej
1212	178	tóth endre
1213	179	várady rób
1214	179	várady
1215	179	várady ró
1216	179	várady róbert
1217	180	rónai balázs zoltán költő
1218	180	rónaibalázs zoltán  költő
1219	180	rónaibalázs zoltán költő
1220	180	rónaibalázs zoltán
1221	181	deimantas narkevičius
1222	181	deimantas narkevicius {lt}
1223	181	deimantas narkevièius
1224	181	deimantas narkevicius
1225	182	szamódy zsolt
1226	182	szamódí zsolt olaf
1227	182	szamody zsolt olaf
1228	182	szamódy zsolt olaf
1229	183	tillmann józsef filozófus
1230	183	tillmann j a  filozófus
1231	183	tillmann ja filozófus
1232	183	tillmann j a filozófus
1233	184	fodor jános
1234	184	fodor janos
1235	184	fodor jános hude
1236	184	flohr jános
1237	185	sebestyén ágnes
1238	185	sebestyén tünde
1239	185	sebestyén ágnes  hallgató
1240	185	sebestyén ágnes anna
1241	186	kemény zsófia
1242	186	kemény zsófi
1243	186	kemény zsuzsa
1244	186	kemény zsuzsi
1245	187	michal moravèík sk
1246	187	michal moravèik sk
1247	187	michal moravèík
1248	187	michal moravcik sk
1249	188	szegedy maszák zsuzsanna
1250	188	szegedymaszak zsuzsanna
1251	188	szegedy maszák zsuzsanna |
1252	188	szegedy maszák  zsuzsanna
1253	189	dr baán lászló
1254	189	dr balogh lászló
1255	189	dr czoma lászló
1256	189	dr csorba lászló
1257	190	ghyczy dénesh
1258	190	ghyczy dénes
1259	190	gyczy dénes
1260	190	ghyzcy dénes
1261	191	császár péter
1262	191	csíkvári péter
1263	191	csíkvári péter†
1264	191	csákvári péter
1265	192	paksi endre lahel
1266	192	paksi endre lehel
1267	192	paksi endre lehelműítész
1268	192	paksy endre lehel
1269	193	vanyúr lászló
1270	193	varga lászló
1271	193	vargaamár lászló
1272	193	varga amár lászló
1273	194	cséfai györgyi
1274	194	csuta györgy
1275	194	cséka györgy
1276	194	cséffai györgyi
1277	195	szula zsuzsanna
1278	195	szula zsuzsanna hu
1279	195	sztanó zsuzsanna
1280	195	szucs zsuzsanna
1281	196	christoph draeger [ch]
1282	196	christoph jenni
1283	196	christoph meier
1284	196	christoph draeger
1285	197	korniss péter
1286	197	korompai péter
1287	197	konok péter
1288	197	koroknai péter
1289	198	lakner lászló
1290	198	lapos lászló
1291	198	lator lászló
1292	198	lovász lászló
1293	199	fajgerné dudás andrea
1294	199	fajgerné dudás andrea júlia
1295	199	fajgerné dudás andrea julia
1296	199	fajgerné dudás andrea bécs
1297	200	kovácsy tibor
1298	200	kovács tibor
1299	200	kovács gábor
1300	200	koós gábor
1301	201	herskó judit
1302	201	hersko judit
1303	201	hera judit
1304	201	horgas judit
1305	202	má­ri­ás ist­ván aka hor­ror pista
1306	202	máriás istván horror pista
1307	202	máriás istván aka horror pista
1308	202	máriás istván  horror pista
1309	203	rózsa péter
1310	203	rónai péter hsk
1311	203	rónai péter
1312	203	rónai péter sk
1313	204	kornis györgy
1314	204	konrád györgy
1315	204	kohán györgy
1316	204	konrád györgy író
1317	205	pataki ágnes
1318	205	palotai jános
1319	205	pataki ági
1320	205	pataki jános
1321	206	mikita gábor
1322	206	mik­lya gábor
1323	206	miklós gábor
1324	206	miklya gábor
1325	207	landvai ádam
1326	207	lendvai ádám hu
1327	207	lendvai ádám h
1328	207	lendvai ádám
1329	208	szobrászok
1330	208	szobrok
1331	208	szobrás
1332	208	szobrász
1333	209	galambos tamás
1334	209	galambos éva
1335	209	galambos máté
1336	209	galambos
1337	210	kerekes lászló
1338	210	keszég lászló
1339	210	kertész lászló
1340	210	keresztes lászló
1341	211	széphelyi f györgy
1342	211	szőnyei györgy
1343	211	székely györgy
1344	211	szőke györgy
1345	212	ocskai lászló
1346	212	ocskay lászló doky
1347	212	ocskay lászló
1348	212	ocskay lászló  doky
1349	213	balla rita
1350	213	balla margit
1351	213	balla vera
1352	213	balla dóra
1353	214	eleőd ildikő
1354	214	eleőd ildikó
1355	214	enyedi ildikó
1356	214	egyed ildikó
1357	215	rabóczky judit
1358	215	rabóczky judit  rita
1359	215	rabóczky judit rita
1360	215	rabóczky judit rita vágás
1361	216	dr keserü katalin
1362	216	dr keserű katalin
1363	216	drkeserü katalin
1364	216	drkeserű katalin
1365	217	bolygó bálint
1366	217	bolcsó bálint
1367	217	bolygó bálint uk
1368	217	bolygó bálint hgb
1369	218	szigeti gábor csongor
1370	218	szigeti csongor gábor
1371	218	szigeti csongor
1372	218	szigeti g csongor
1373	219	radics márk hu
1374	219	radics márton
1375	219	radics márk
1376	219	radics márta
1377	220	illésmuszka rudolf
1378	220	ilésmuszka rudolf
1379	220	ilés  muszka rudolf
1380	220	ilés muszka rudolf
1381	221	lux antal  d
1382	221	lux antal
1383	221	lux antal d m v
1384	221	lux antal d
1385	222	dr kriza ákos miskolc megyei jogú város polgármestere
1386	222	dr kriza ákos miskolc mjv polgármestere
1387	222	dr kriza ákos miskolc polgármestere
1388	222	dr kriza ákos  miskolc polgármestere
1389	223	bognár antal
1390	223	bognár katalin
1391	223	bognár attila
1392	223	bognár antal író
1393	224	lőrinc lilla
1394	224	lőrincz edina
1395	224	lőrinczy lia
1396	224	lőrincz gyula
1397	225	haris lászló
1398	225	habis lászló
1399	225	harris lászló
1400	225	harsányi lászló
1401	226	nagy csilla
1402	226	nagy csilla h
1403	226	nagy csilla hsk
1404	226	nagy csilla sk
1405	227	hegyi lórand
1406	227	hegyi lóránd
1407	227	hegyi dora
1408	227	hegyi dóra
1409	228	vécsey júlia
1410	228	vécsei julia
1411	228	vécsei juli
1412	228	vécsei júlia
1413	229	csók istván
1414	229	csáky istván
1415	229	csáki istván
1416	229	csákány istván
1417	230	bátory péter
1418	230	bársony péter
1419	230	bányai péter
1420	230	bányay péter
1421	231	szegedi maszák zoltán
1422	231	szegedy maszák zoltán
1423	231	szegedymaszák zoltán
1424	231	szegedimaszák zoltán
1425	232	takács lívia
1426	232	takács szilvia
1427	232	takács lídia
1428	232	takács szilvia anett
1429	233	persányi miklós
1430	233	petrányi miklós
1431	233	peternák miklós
1432	233	peternák miklós mke
1433	234	buday enikő
1434	234	buday enikő tánc
1435	234	buday enikő nl
1436	234	bráda enikő
1437	235	societe realiste
1438	235	société realiste
1439	235	société réaliste
1440	235	société réaliste huf
1441	236	zbynek baladran
1442	236	zbynek baladrán
1443	236	zbyněk baladrán
1444	236	zbynìk baladrán
1445	237	palman zsuzsi
1446	237	palman zsuzsanna
1447	237	palmann zsuzsi
1448	237	papp zsuzsanna
1449	238	szolnokitelep 2011
1450	238	szolnokitelep
1451	238	szolnokitelepei
1452	238	szolnokitelep 20022007
1453	239	nemzetközi csoportos
1454	239	nemzetközi csoportos kiállítás
1455	239	nemzetközi eti kiállítás
1456	239	nemzetközi kiállítás
1457	240	magén istván
1458	240	magi istván
1459	240	majdán istván
1460	240	madácsy istván
1461	241	vankó istván
1462	241	vanyúr istván
1463	241	varga istván
1464	241	varga péter istván
1465	242	székely iván
1466	242	székely iván osa
1467	242	székely jan
1468	242	székely ian
1469	243	bojti andrás
1470	243	bozóki andrás
1471	243	bozsó andrás
1472	243	botos andrás
1473	244	péterffy gergely
1474	244	péterfy gergely író
1475	244	péterfy gergely költő
1476	244	péterfy gergely
1477	245	stauby tamas
1478	245	stturba tamás
1479	245	stauby tamás
1480	245	st auby tamás
1481	246	keresztesi bo
1482	246	keresztes tibor
1483	246	keresztesi botond
1484	246	keresztury tibor
1485	247	soltandrás
1486	247	solti andrás
1487	247	solt andrás
1488	247	solti andrás imre
1489	248	soós nóra
1490	248	soós dóra
1491	248	soós andi
1492	248	soós andrea
1493	249	francoise gilot
1494	249	francoise gillot
1495	249	francois gibault
1496	249	françoise gilot
1497	250	bükki zsuzsanna
1498	250	büki zsuzsanna
1499	250	bódi zsuzsanna
1500	250	büki zsuzsa
1501	251	német szilvia
1502	251	németh szilvia
1503	251	németh szilvi
1504	251	német szilvi
1505	252	kóka ferenc
1506	252	kósa ferenc
1507	252	kónya ferenc
1508	252	kő ferenc
1509	253	kasza gábor
1510	253	kaszás gábor
1511	253	karsai gábor
1512	253	kapusi gábor
1513	254	molnár zoltán
1514	254	molnár zolika
1515	254	molnár zsolt
1516	254	moldván zsolt
1517	255	tóth zsuzsa
1518	255	tóth zsuzsann
1519	255	tódór zsuzsanna
1520	255	tóth zsuzsanna
1521	256	mke intermédia tanszék
1522	256	mke  intermédia tanszék hallgatói
1523	256	mke_intermédia tanszék
1524	256	mke anatómia tanszék
1525	257	rohonyidemkó iván
1526	257	rohonyi demkó iván
1527	257	rohonyi iván
1528	257	rohonczi istván
1529	258	nemes csaba dla
1530	258	nemes csaba hu
1531	258	nemes csaba:
1532	258	nemes csaba
1533	259	tóth krisztina költő
1534	259	tóth krsiztina
1535	259	tóth krisztina
1536	259	tóth krisztina író
1537	260	arláth kirsztina
1538	260	arláth krisztina
1539	260	arlath krisztina
1540	261	bálint cili
1541	261	bán ildikó
1542	261	bálint ildikó
1543	262	bálint mónika
1544	262	bálint móni
1545	262	bálint mónika hints
1546	263	fábry zoltán
1547	263	fábián zoltán
1548	263	fátyol zoltán
1549	264	szabó lilla
1550	264	szabó magdolna
1551	264	szabó imola
1552	265	halász anna
1553	265	halász dániel
1554	265	halász dani
1555	266	zirczy judit
1556	266	zirczi judit
1557	266	zirci judit
1558	267	balogh gabriella
1559	267	balla gabriella
1560	267	baranyi gabriella
1561	268	fesztőművész
1562	268	feztőművés
1563	268	festőművész
1564	269	csoport
1565	269	csoprtos
1566	269	csoportos
1567	270	kovács levente
1568	270	kovcs keve
1569	270	kovács keve
1570	271	svätopluk mikyta
1571	271	svätopluk mikyta sk
1572	271	svatopluk mikyta
1573	272	marina abramoviæ
1574	272	marina abramović  ulay
1575	272	marina abramović
1576	273	magyar elektrográfiai társaság
1577	273	magyar elektrográfiai társaság met
1578	273	magyar elektrográfiai társaság kiállítása
1579	274	károly ferenc  galériatulajdonos
1580	274	károly ferenc  a hkg tulajdonosa
1581	274	károly ferenc galéria tulajdonos
1582	275	fridvalszki mark [hude]
1583	275	fridvalszki márk
1584	275	fridvalszki mark
1585	276	czimbalmos márta cedenka
1586	276	czimbalmos márta
1587	276	czimbalmos márta cendenka
1588	277	kopócs tibor
1589	277	kolozsi tibor
1590	277	kos tibor
1591	278	balázs józsef tamás bajóta
1592	278	balázs józsef tamás
1593	278	balázs józsef tamás bajóta rohu
1594	279	kristina norman {ee}
1595	279	kristina norman
1596	279	kristina norman est
1597	280	vadim fi¹kin
1598	280	vadim fishkin
1599	280	vadim fiskin
1600	281	tooth gábor andortga
1601	281	tooth gábor andor  tga
1602	281	tooth gábor andor
1603	282	finnország magyarországi nagykövete
1604	282	franciaország magyarországi nagykövete
1605	282	franciaország > magyarországi nagykövete
1606	283	daniela krajčová sk
1607	283	daniela krajèová sk
1608	283	daniela krajčová
1609	284	halász andrás
1610	284	halász andrás festő
1611	284	halász andrás festőművész
1612	285	orsós lászló jakab
1613	285	orsos lászló jakab
1614	285	orsos laszlo jakab
1615	286	frank aliona
1616	286	frank j malina
1617	286	frankl aliona
1618	287	jónás péter
1619	287	jónás vera
1620	287	jónás petra
1621	288	colin foster
1622	288	colin ford cbe
1623	288	colin ford
1624	289	kicsiny balás
1625	289	kicsiny balázs dla
1626	289	kicsiny balázs
1627	290	hernády miklós
1628	290	hernádi miklós
1629	290	hernádi miklós író
1630	291	zoltán gábor
1631	291	zoltán gábor író
1632	291	zoltán sándor
1633	292	beöthy balázs  c3
1634	292	beöthy balázs
1635	292	beöthy balazs
1636	293	vörös istván költő
1637	293	vörös istván
1638	293	vörös krisztián
1639	294	schneller istván
1640	294	salló istván
1641	294	schaller istván
1642	295	seres lá
1643	295	seres lászló
1644	295	sepsi lászló
1645	296	török feri
1646	296	török orsi
1647	296	török ferenc
1648	297	bak imre festőművész
1649	297	baky péter festőművész
1650	297	baky péter festőművész etek háza
1651	298	molnár éva
1652	298	molnár vera
1653	298	molnár dóra
1654	299	incze mózes
1655	299	ince mózes
1656	299	incze mozes
1657	300	boros judit
1658	300	borsi judit
1659	300	boros judittal
1660	301	bánffi brigitta
1661	301	bánfi brigitta
1662	301	bódi brigitta
1663	302	csiszér zsuzsi
1664	302	csiszer zsuzsi
1665	302	csiszér zsuzsihu
1666	303	major lajos
1667	303	major jános
1668	303	marno jános
1669	304	flavia pitiº
1670	304	flavia pitiş
1671	304	flavia pitiª ro
1672	305	csáky márianne
1673	305	csáky mariann
1674	305	csáky marianne
1675	306	pándi balázs
1676	306	pándi ba
1677	306	pálfi balázs
1678	307	robert florey
1679	307	robert fry
1680	307	robert frank
1681	308	závada pál
1682	308	závada pál író
1683	308	závada pál  író
1684	309	varga mátyás költő
1685	309	varga mátyás
1686	309	varga mátyás osb
1687	310	lengyel imre zsolt
1688	310	lengyel zsolt
1689	310	lengyel zsüliett
1690	311	huszárandrea
1691	311	huszár andrás
1692	311	huszár andrea
1693	312	christian jankowski {ger}
1694	312	christian jankowski d
1695	312	christian jankowski
1696	313	kőrösi zoltán  író
1697	313	kőrösi zoltán író
1698	313	kőrösi zoltán
1699	314	gács anna kritikus
1700	314	gács anna irodalomkritikus
1701	314	gács andrea irodalomkritikus
1702	315	petra feriancova sk
1703	315	petra feriancová
1704	315	petra feriancova
1705	316	nemes wanda
1706	316	nemes anna
1707	316	nemes nóra
1708	317	iványibitter brigitta
1709	317	iványibitter brigitta kurátor
1710	317	iványi brigitta
1711	318	babos zsili bertalan
1712	318	babos bertalan zsili
1713	318	babos bertalan
1714	319	robert capa
1715	319	robert makar
1716	319	robert czajka
1717	320	budapest box
1718	320	budapest
1719	320	budapesti ek
1720	321	temesi ferenc
1721	321	temesvári ferenc
1722	321	temesi ferenc író
1723	322	szolnoki eti társaság tagsága
1724	322	szolnoki eti társaság
1725	322	szolnoki eti társaság tagjai
1726	323	kincses károly fotómuzeológus
1727	323	kincses károly fotómúzeológus
1728	323	kincses károly  fotómuzeológus
1729	324	a székesfehérváriek társasága
1730	324	a székesfehérváriek társaságának tagjai
1731	324	a székesfehérváriek társasága tagjai
1732	325	hanna schimeck at
1733	325	hanna schimeck
1734	325	hanna schimek
1735	326	alexandra domanović
1736	326	aleksandra domanovic {si}
1737	326	aleksandra domanović
1738	327	grencsó istván
1739	327	grecsó krisztián
1740	327	grecsó krisztián  író
1741	328	martinkó zsófia
1742	328	markulik józsef
1743	328	martinkó józsef
1744	329	pacsika rudolf hu
1745	329	pacsika rudlf
1746	329	pacsika rudolf
1747	330	andrea rox rossi
1748	330	andrea rossi
1749	330	andrea roe
1750	331	pataki zora
1751	331	pataki szandra
1752	331	pataki zita
1753	332	juhász r józsef
1754	332	juhász rjózsef
1755	332	juhász r józsef költő
1756	333	szamosi lászló
1757	333	szabó lászló
1758	333	szalma lászló
1759	334	ikoon
1760	334	ion
1761	334	ikon
1762	335	lábas endre
1763	335	lá­bass endre
1764	335	lábass endre
1765	336	győri andrea
1766	336	győri andrea éva
1767	336	győri andrea éva h
1768	337	csernus tibor
1769	337	csernus imre
1770	337	csernuss tibor
1771	338	weiner sennyei tibor
1772	338	weiner sennyey tibor író
1773	338	weiner sennyey tibor
1774	339	sztojánovits andrea
1775	339	szobolits andrea
1776	339	sztojanovits andrea
1777	340	csernák boldizsár
