	step0	frequency_original
812	Zemlényi-Kovács Barnabás,	6
813	Gesztelyi Nagy Zsuzsanna,	10
814	DOMJÁN József,	2
815	Kanalas Dorina,	2
816	Nancy DAVENPORT,	2
817	Dóra Attila,	25
818	Giorgo Farkas,	2
819	Köster Dániel	6
820	Simon Zsuzsi	2
821	Lajta Gábor Munkácsy-díjas festőművész,	2
822	Kőrösi Orsolya,	12
823	Jakobovits Miklós groteszk és monokróm festményei,	2
824	Sik Toma,	7
825	BUNUS Joan,	2
826	Beck Zoli	1
827	Sirbik Attila,	4
828	Piringer Patrícia a Ludwig Múzeum PR és Kommunikációs vezetője,	2
829	Maki Stevenson	2
830	Igor és Ivan Buharov: Az itt élő lelkek nagy része,	1
831	Mengyán András,	19
832	Závada Pál író,	2
833	nagy Gábor György,	2
834	LÁZÁR András,	2
835	Tóth Angelika,	9
836	Ernyey Gyula	3
837	William Burroughs,	2
838	Margitházi Beja,	3
839	Nici Jost	2
840	Marko Maetämm (EST),	2
841	Perlaki Gergely,	1
842	Széplaky Gerda esztéta,	6
843	Dr. Róbert Pollák  a kassai múzeum igazgatója	2
844	Zádor Tamás	5
845	Nagy Attila,	9
846	Éri Jenő,	2
847	Alban MUJA,	1
848	Kubièka Kucsera Klára művészettörténész	2
849	Dr. Katona Lucia	2
850	Bálint Imre,	4
851	Iszkaszentgyörgy,	2
852	Bodóczky István	4
853	Dirk Rausch,	2
854	JAK,	4
855	Bada Dada,	7
856	A:AI (Archiv für Architektur und Ingenieurbaukunst NRW,	2
857	Elisabeth GREGOREC,	4
858	Ben Patterson,	4
859	Ruzsa Dénes	1
860	Gosztola Kitti - Hegedűs Fanni - Pálinkás Bence György,	1
861	Ivan Bura,	2
862	Pólya Zsombor	1
863	The Nancy Brücke,	2
864	Szabó Jenő,	1
865	kurátor és Vargha Bálint államjogász,	1
866	Aykan Safoğlu	3
867	Fatis Alexandra,	2
868	Rainer Werner Fassbinder: Petra von Kant keserű könnyei	1
869	Farkas Antal Jama,	2
870	SZARVAS Márton,	2
871	Lila Panahi Kazemi,	2
872	Ovekk_Finn-duó	1
873	2009-ben diplomázó hallgatók,	2
874	Vági János	2
875	Würtz Ádám,	3
876	Szabados Árpád	3
877	Furulyás Krisztina Barbara,	2
878	Geert van FASTENHOUT,	2
879	Bagó Bence,	2
880	Antal Anna Katalin,	3
881	Takács János,	2
882	Navratil Andrea  ének	2
883	Bonta Zoltán,	2
884	Repászki Ferenc,	9
885	Andrej Tarkovszkij	5
886	Oliv Mircea,	2
887	Dobány Sándor,	2
888	Erős Ágost Koppány	2
889	Kossuth- és József Attila-díjas költő,	2
890	Szombat Éva	4
891	Kudász Gábor Arion fotóművész	2
892	G-tag Oner  graffitiművész,	1
893	dr. Gábor György,	2
894	Kelner Krisztián,	2
895	Jonk,	2
896	Hann Endre	2
897	Dr habil HEGYI CSABA	1
898	Hans Richter,	2
899	Forián Szabó Noémi művészettörténész,	2
900	Földi Eszter,	2
901	Kirsten Geelan nagykövet és Kádár Bálint építész	2
902	Severin Hofmann - David Moises,	2
903	Stefan Tiefengraber,	2
904	Ilona Keserü Ilona	10
905	Lájer Vera (HU),	2
906	ANDRÁS Edit,	1
907	Nagykáta-Erdőszőlői Nemzetközi Művésztelep,	1
908	Monika Szewczyk	1
909	Lossonczy Ibolya,	1
910	Henriette Grahnert,	5
911	Baki Júlia,	2
912	Dizseri Eszter,	2
913	színházi improvizációk	1
914	Gulyás Judit,	1
915	Bodó N Sándor,	4
916	A megnyitó alkalmából Robert Konieczny tart angol nyelvű előadást.	2
917	Juhász Anna művészettörténész	2
918	GEORGIVS SOOSVR (Soós György) és ST. MERLIHT (Soós Tamás),	2
919	Somorjai Kiss Tibor,	4
920	Katona József Színház,	2
921	G.Szabó Beáta,	7
922	Sally Weber,	2
923	Huszti Zoltán,	2
924	Paszternák Zsolt,	4
925	Drégely Imre fotográfus	1
926	Zbyněk Baladrán,	8
927	MURESAN Gheorghe,	2
928	Nánay Szilamér,	3
929	Orbán Dezső,	2
930	Banki Ákos,	1
931	Előadó: Györffy Miklós	1
932	Pap Kata,	2
933	Erhardt Miklos	2
934	Mészáros Erzsébet - népi hegedű	1
935	Nagy Edina,	11
936	El-Hassan Róza továbbá egyéb magán és közgyűjtemények képviselői.k	1
937	Armando Gomez,	2
938	Fátyol Zoltán képzőművész,	2
939	FODOR JÁNOS,	5
940	Gyémánt Bálint	2
941	Molnár Csaba	2
942	Vassy Erzsébet,	2
943	Sasvári Edit  művészettörténész	2
944	KORONCZI Endre,	3
945	Szelevényi Ákos	2
946	Alice Druedling and Joe Scorsone,	2
947	Fritz Zoli,	2
948	Gruppo Tökmag	3
949	ROZITÍV,	2
950	Izsák Éva vetítettképes tudománytörténeti előadása	1
951	ParaNOIZ,	2
952	Deli Eszter,	1
953	a 33. Magyar Sajtófotó Pályázat zsűrielnöke,	1
954	Csató József,	53
955	Sólyom András,	2
956	Kemes Balázs,	2
957	.........,	1
958	kulturális antropológus),	2
959	HAász Ágnes,	108
960	Magali Desbazeille / Siegfried Canto,	1
961	Dr. S. Kovács Ilona etnográfus	2
962	Névai András	2
963	Maurer Dóra	47
964	BODÓ SÁNDOR,	2
965	Mari Mahr	2
966	Dr. Bréda Ferenc egyetemi adjunktus	2
967	Regős Márton,	2
968	19h KIÁLLÍTÁSMEGNYITÓ: 12+1,	2
969	Kácsor Adrienn	2
970	Saskia Noor van IMHOFF	1
971	Ingo Glass,	4
972	FERENCZY Béni,	2
973	Cserba Péter,	2
974	Szabó Győző	2
975	Szőke Katalin	6
976	ALMÁSSY Krisztián,	6
977	CHILF Mária,	19
978	Bornemisza Rozi,	15
979	Daniel Roth,	2
980	Szabó Ádám	23
981	Andrej POPOV,	2
982	az Octogon főszerkesztője,	2
983	Randomroutines (H),	2
984	Kozma Levente,	1
985	D,	2
986	PÓCSY Ferenc,	2
987	Komornik Eszter	6
988	Herwig G. Höller  művészeti író	2
989	Kiss Márta,	18
990	Claudio Giacomino	2
991	Agg Lili,	4
992	BME: Építészmérnöki kar: Jug Mátyás,	2
993	Lobler Ferenc,	5
994	Museo Internazionale delle Ceramiche (I),	2
995	Szüts Eszter,	10
996	Kiss Viktória (képzőművész),	2
997	Anna - Caroline Merseburger,	2
998	Lakatos Botond,	2
999	Micha³ Brzeziñski	1
1000	14 művész,	2
1001	Szigethy Márton,	2
1002	Erfan Khalifa,	2
1003	Pálvölgyi Rita,	2
1004	Bózsa Evelin NL,	2
1005	Monodráma	2
1006	Kis Varsó / Little Warsaw,	2
1007	Flohr János,	1
1008	Szvoboda Szófia Rita,	4
1009	-- kurátorok: Adam Nankervis,	2
1010	prof. Kőnig Frigyes,	2
1011	Vera Molnar	4
1012	Jason Martin,	2
1013	Guido van der Werve,	2
1014	Aleksandra von Engel,	1
1015	ZIGGURAT PROJECT	2
1016	DESIGNplacc,	2
1017	Juhász Péter,	1
1018	megnyitó performansz	1
1019	Jytte Loehr,	1
1020	Salamon Júlia	18
1021	kiállítás és nemzetközi szimpozium,	1
1022	Szigeti Csongor Gábor,	4
1023	Levendel-gyűjtemény,	3
1024	Nádler István	13
1025	Fotós	1
1026	Fiatal lengyel formatervezők,	2
1027	Vinkler Zsuzsi	8
1028	Pécsi Bertalan,	2
1029	Bajkó Péter-Filkey Áron,	2
1030	Leonid Bazhanov,	2
1031	PETRÁNYI Zsolt,	3
1032	Székely Kriszta	2
1033	Martina Funder,	2
1034	Nicholas Chardon,	2
1035	Márton Zsófia	2
1036	Baróthy Anna,	5
1037	Francois Truffaut:  A menyasszony feketében volt	1
1038	Réti Pál	2
1039	Devil Cow Entertainment,	2
1040	Győri Zsolt,	4
1041	Parlag István,	4
1042	Ștefan SAVA (RO),	4
1043	Sallai Tibor,	15
1044	Fejér Ern?,	1
1045	Berta Zsolt író,	2
1046	Lőrincz Zsuzsa	2
1047	Radu Hangan,	2
1048	A kerékpár kultúrtörténete,	2
1049	Ljubomir Vucinic (SRB),	2
1050	David Černý	2
1051	Búbos Dávid,	1
1052	Eric Vilquin	2
1053	Kim MacConnel,	2
1054	FORMÁTUM PROJEKT - Bujdosó Attila,	2
1055	Gadányi Jenő művészetében,	2
1056	Hegedűs István,	2
1057	Chiaki Kurumizawa,	1
1058	Csáky István,	2
1059	Fábry Anna,	3
1060	KODOLÁNYI Sebestyén,	2
1061	Kártpáti Tibor,	2
1062	Gorgona Művészcsoport,	4
1063	Juhász Balázs	2
1064	Slam Poetry Budapest	2
1065	Lados Mónika,	2
1066	Hartwig Kompa,	2
1067	Dorit Margreiter,	1
1068	Hincz Gyula,	10
1069	FICSÓR SAROLTA,	2
1070	Tutyi	2
1071	Dunai Imre,	2
1072	Ulrich Wirner festőművész,	2
1073	Reök Cecília,	2
1074	Katarína Boháčová,	2
1075	Karel Císaø (Prága) és Páldi Lívia,	2
1076	Láng Eszter,	32
1077	Gryllus Samu,	4
1078	Klacsán Sára,	2
1079	Mik­lya Gábor,	2
1080	Baán András ésJuhász Attila	1
1081	Székely Ian,	6
1082	Lázár Anna	2
1083	Werner Herzog: Fitzcarraldo,	1
1084	BORBÁS Márton,	4
1085	rákkutató,	2
1086	Slovakia,	2
1087	Kónya Béla Tamás,	2
1088	Kapoli Ilona,	1
1089	TOMASZ PIARS,	2
1090	Kohner Ida,	2
1091	Vaszkó Erzsébet	1
1092	Kardos Peter,	1
1093	B-Line,	2
1094	Török Orsi	2
1095	Bart Witte	2
1096	Laszlo HARIS,	2
1097	BERKES ÁDÁM CSANÁD,	5
1098	Debrecen polgármestere	2
1099	Kevin van Braak,	1
1100	DÉKÁN - DEÁK Csenge,	2
1101	Fábry Olívia,	2
1102	Aknay Csaba,	2
1103	Roman Uranjek,	4
1104	Dr. Major Gyöngyi	4
1105	SCHMIDT Ágnes,	2
1106	Kányádi Sándor,	2
1107	Előadó: Bárdos Judit filmesztéta	3
1108	Roy Lichtenstein	5
1109	Hegyi Lóránd	1
1110	Chintan Upadhyay,	4
1111	Modern és szocreál 1945-1960,	2
1112	Potozky László,	2
1113	Dr. Szoboszlai János	2
1114	Rácmolnár Sándor és John D. Antone,	2
1115	Ro Juhyun,	1
1116	Lehel Endre,	2
1117	Festő  képgrafika,	2
1118	Šin Oliver,	2
1119	Zuzana Zacharová,	2
1120	Bíró Ferenc	2
1121	Ulrike Payerhofer művészettörténész	2
1122	Földényi László,	1
1123	Hamarits Zsolt	2
1124	VHK,	2
1125	Nagy Károly,	1
1126	Angelina Hafynets,	2
1127	Vörös István	2
1128	Wim Delvoye	2
1129	IVARS GRAVLEJS,	1
1130	Lantos László Triceps,	3
1131	Nádas Eszter,	5
1132	Jean-François DUBREUIL,	2
1133	Kiss-Gergely Renáta,	2
1134	Sofiane Delloue,	2
1135	Czirják-Bögöthy duó (gitár,	2
1136	CSERNIK Attila,	2
1137	Kéri Gáspár fotóművész,	2
1138	Szabó Csaba helóta,	2
1139	Gill Addison,	2
1140	Kodolányi Sebestyén,	6
1141	Babarczy Eszter	11
1142	Krasznay Eszter,	2
1143	Barbara Wiechno,	2
1144	Henry Godefroy,	2
1145	Alfons Mucha,	1
1146	HETEY Katalin,	2
1147	Raphael Grisey,	2
1148	Paul Schrader: Idegenek Velencében	1
1149	Lakatos Menyhért író	1
1150	El Kazovsky,	6
1151	Gyűjtő,	2
1152	Mendreczky Karina,	6
1153	Ferencz Győző,	1
1154	Renata Poljak,	4
1155	Dorka Kaposi	2
1156	Petrányi Miklós	1
1157	Merenyi Dávid,	2
1158	Anikó Kiss & Emilia Jagica,	2
1159	El Kazovszkij,	57
1160	Victora Zsolt,	52
1161	Kő Ferenc,	3
1162	Marissa Wedenig,	2
1163	Mikó Dávid,	2
1164	Benkő Zsuzsanna,	15
1165	Gyömrei Anna,	3
1166	Hidegszoba Stúdió	2
1167	Kósza-Sipos László,	2
1168	Aquila János,	2
1169	performansz,	1
1170	Joanna Vasdeki  Jeff Vanderpool	2
1171	Nagy Gergely,	12
1172	Jól ismert és csaknem elfeledett kelet-közép- és nyugat-európai  illetve amerikai alkotók,	2
1173	az Akademie für Angewandte Kunst,	2
1174	LENGYEL Zsüliett,	3
1175	Lola Cervant,	2
1176	szobrász,	2
1177	Diószegi-Szőcs Máté	1
1178	Danyi Zoltán,	2
1179	Marion von Osten	2
1180	VÁRKONYI GYÖRGY | művészettörténész	1
1181	Gotovac,	1
1182	L,	1
1183	Bozsó András	2
1184	Szabó Nelli	2
1185	GÁLL ÁDÁM,	4
1186	SZÖLLŐSSY ENIKŐ,	2
1187	Feledi János/Feledi Project,	2
1188	Magisters,	2
1189	Kéri Gáspár	2
1190	Cuj Hsziu-Ven (Cui Xiuwen),	2
1191	Igor és ivan Buharov,	2
1192	Makovecz Imre építész	3
1193	Victor Vasarely,	4
1194	Szilágyi Lenke,	51
1195	Forgács Éva előadása,	4
1196	Szakács Imre festőművész,	2
1197	HORVÁTH M. Judit,	2
1198	Willy Römer	2
1199	Kibédi Varga Lóránt	1
1200	NAGY Kristóf,	2
1201	Deák Nóra  ICA-D,	2
1202	Hans Schüle,	3
1203	Óbudai Képzőművészeti Szakközépiskola,	2
1204	Bódis Krisztián,	2
1205	Szomjas György	4
1206	Túri Márton,	2
1207	Hortobágyi László	1
1208	Krizsán András	1
1209	Rajz és Geometria Tanszék	2
1210	Kemény Zsuzsi,	2
1211	Levente,	1
1212	HumanArt estek,	2
1213	Bakonyi Zsuzsanna	2
1214	Verebics Ágnes	3
1215	Kuti Zsombor,	2
1216	Bánki Berta,	2
1217	Regős István,	25
1218	The Blue Noses (Kék orrok)	2
1219	Szabó Zsófia	2
1220	Josef LINSCHINGER,	2
1221	Stanislav KOLÍBAL,	2
1222	BARTUS Andrea,	2
1223	Ujvári Sándor,	4
1224	Bartha Ágnes ötvösművész,	1
1225	Akció	2
1226	PÁL BELLA,	2
1227	Léa Lascaud	2
1228	a Ludwig Galerie,	2
1229	Bada Márta,	2
1230	Erdélyi Ernő	2
1231	Áfra János - költő,	2
1232	Takács Szilvia	12
1233	Erwin Olaf,	4
1234	Annamarie Türk,	2
1235	Kiállítási lehetőség	2
1236	Kenéz György,	2
1237	Modok Mária,	2
1238	Szuharevszki Babett,	2
1239	Koródi Luca,	2
1240	Varga Judit	1
1241	Konkoly-Thege György	2
1242	Faa Balázs,	22
1243	Veres Szabolcs,	6
1244	Stephan Huber,	2
1245	Julien Bihan,	4
1246	Denis Villeneuve: Érkezés	1
1247	Danièle	1
1248	Erik JANEČEK,	4
1249	Fehér Trixi,	2
1250	Appelshoffer Péter,	35
1251	Danica Dakic  Fülöp Gábor,	1
1252	Faur Zsófia,	8
1253	Thomas Ott,	2
1254	Öko-design,	2
1255	Carey Young,	6
1256	Deimantas Narkevičius,	1
1257	Helyes Dániel,	8
1258	Szepsy István,	2
1259	Butak András,	9
1260	Pálffy György építész	1
1261	Nagámi,	9
1262	Ifj.  Koffán Károly,	2
1263	Szabó Tünde Judit,	1
1264	Helena Hlušičkova,	2
1265	Alexandra Dick,	2
1266	Lengyel,	1
1267	Országh Antal	2
1268	Kristóf Krisztián,	36
1269	Palka József,	2
1270	Zelenák Sándor,	2
1271	Zoran Naskovski,	2
1272	Tóth Ego(n) István,	2
1273	DRABIK Tamás,	2
1274	Giricz Máté,	5
1275	Mike Parr,	2
1276	SZŰCS Attila,	7
1277	Getto Tamás,	2
1278	Joanna Rajkowska [PL],	2
1279	Adolf Stiller,	2
1280	Liszt-díjas trombitaművész	2
1281	Markulik József,	2
1282	Kárpáti János Iván,	13
1283	Vashegyi György,	4
1284	Vörös István,	2
1285	Intermédia szak: Szimán György,	2
1286	Mattis Teutsch János,	6
1287	Erhan Lanpir (TR),	2
1288	Mezőberényi Krisztina,	4
1289	Kores,	7
1290	Daya CAHEN,	1
1291	Csabi Ádám,	2
1292	Szellei Lellé,	2
1293	Orsós László Jakab,	1
1294	BROUSSAUD Gilles FR,	2
1295	Szikszai Károly,	6
1296	Mújdricza Péter,	2
1297	Körösztös Gergő	1
1298	Tichy Gyula,	2
1299	Kende Tamás	3
1300	Rasperger József,	2
1301	kortárs videó művészek	2
1302	&#8222;Biciklis köz-mű-tárgy&#8221; kiállítás; Madárijesztő-rémísztő kiállítás;,	1
1303	Mikko Hallikainen,	1
1304	Eva Ko»átková,	4
1305	Jean Cocteau,	2
1306	Ruzsa Dénes & Spitzer Fruzsina,	2
1307	Keresztes László,	2
1308	Fábián László író,	2
1309	Gálos Viktor,	2
1310	Barabás Miklós,	3
1311	A kiállítást megnyitja: Készmann József művészettörténész.,	1
1312	Dávid Zita	2
1313	Drótos Dominika,	2
1314	Ferenczy Múzeumi Centrum	4
1315	Kőnig Frigyes  rektor	1
1316	Enyingi Tamás,	2
1317	Közreműködik: Szirtes Edina Mókus hegedűművész	2
1318	Inger Blix Kvammen,	2
1319	LIU Nian USA/CH m.v.,	2
1320	Jang Keun Park,	2
1321	Gábor Imre,	37
1322	Bán Mariann keramikus,	2
1323	Barcza Gergely,	20
1324	Hoch Bea művészetkritikus	2
1325	a FERi- feminista projekt galéria alapítója	2
1326	Stánitz Zsuzsanna	4
1327	Ladányi István	2
1328	Barta Kristóf,	2
1329	MOIZER Zsuzsa,	1
1330	SUDA YOSHIHIRO	2
1331	Lepa Georgievska (MK),	2
1332	Neuhaus Ervin grafikus,	2
1333	Lo Caidahl,	1
1334	Forró Katalin,	2
1335	Németh Marcell	6
1336	Iványi Brigitta	4
1337	Hana Makhmalbaf: Buddha elsüllyedt szégyenében,	1
1338	Gyöngyösi Tamás	2
1339	Kincses Károly  fotómuzeológus,	2
1340	Magyar Kétfarkú Kutya Párt,	4
1341	Bali János	6
1342	Albrecht Zsófia	2
1343	Mindenki	2
1344	Mező Ferenc,	2
1345	ARKIMA ARCHITECTS,	2
1346	Fehér,	3
1347	Jessica Buhlmann,	2
1348	Anca BENERA és Arnold ESTEFÁN,	6
1349	Andreas Spiegl	2
1350	Mojzesné Dr. Székely Katalin	3
1351	A Betű Csütörtök különkiadása	2
1352	Ötvenkét kortárs dán kerámiaművész,	2
1353	Fejér Zoltán,	2
1354	Nicolas Roeg: Vándorrege,	1
1355	Balogh Tünde,	2
1356	Juhász Kinga,	11
1357	Nimova Projeckt,	2
1358	Gianna SCAVO,	2
1359	Az eseményt megnyitja: Šwierkiewicz Róbert és Szkárosi Endre	2
1360	Orlai Balázs,	1
1361	Erős Ferenc,	2
1362	Szálinger Balázs,	4
1363	Darko Fritz,	2
1364	Andrási Gábor művészettörténész	13
1365	Aigner Szilárd	2
1366	Szabó Zsófia,	6
1367	Dr. habil Czakó Kálmán egyetemi docens,	2
1368	Fákó Árpád,	10
1369	Márton Zsófia Eszter,	6
1370	Laurent Perbos,	1
1371	Zsitva Tibor fotóival,	2
1372	Gálig Zoltán,	2
1373	Szilágyi B. András	2
1374	Krúdy Tamás	2
1375	Kovács Szabolcs Gergő,	2
1376	Dr. Mezei Ottó	1
1377	ALBERT Ádám,	5
1378	Vajda Éva (RO),	1
1379	Gabriela Aberastury,	2
1380	Jean BRANCHET (F),	4
1381	A kiállítást bezárja: Parti Nagy Lajos	2
1382	Kékesi Zoltán előadása	2
1383	a Magyar Mérnöki Kamara elnöke,	2
1384	Kiszeljov Andrej,	2
1385	Hock Beáta,	4
1386	Marine Hugonnier,	4
1387	Veszprémi Sári	2
1388	Alfredo Cramerotti	2
1389	Tajekozodo,	2
1390	Adrian PACI,	1
1391	a Mai Manó Ház kurátora	2
1392	Hans Winkler,	2
1393	Laszlo Milasovszky,	6
1394	Hofgárt Károly,	5
1395	Kovács Endre fotóművész,	2
1396	KÖNYV Katalin Éva,	2
1397	Michal Cerny  a Cseh Centrum igazgatója	2
1398	Bencze Zoltán,	3
1399	Karl Bielik	2
1400	Gruppó Tökmag,	8
1401	Urwyler Patrick	2
1402	Dr. Feledy Gyula Zoltán,	2
1403	Hyung-Min Yoon,	2
1404	Colin Foster DLA szobrászművész,	1
1405	Langer Klára	1
1406	Perczel Júlia,	4
1407	Jelena Viskovic,	12
1408	Barvich Iván,	2
1409	Mikola Rjabcsuk,	2
1410	Debrecen),	1
1411	Radnótzi Zsuzsa,	2
1412	Navid Nuur	4
1413	VÁRNAGY Ildikó,	2
1414	Bálint Jákob,	2
1415	Michael Haneke,	1
1416	Kerekasztal-beszélgetés Birkás Ákossal,	3
1417	Dominic Gagnon,	5
1418	Somogyi-Rohonczy Zsófia művészettörténész	2
1419	Övül Durmuşoğlu,	2
1420	Dr. Dúll Andrea,	2
1421	MOME Média Design Tanszék,	2
1422	Rozsnyay Béla szobrászművész,	2
1423	PAV MXSKI,	2
1424	Klára Petra Szabó,	2
1425	Prof Ir Kas Oosterhuis,	2
1426	Almási Jonathan Csaba,	2
1427	HuFi Klubi,	2
1428	Dunaszerdahely,	1
1429	MICHAËL BORREMANS,	2
1430	Masaharu Takasaki,	2
1431	Dabi István M.,	6
1432	Fenyvesi Áron művészettörténész	13
1433	Ligeti György,	1
1434	Miksa Bálint,	7
1435	Somoskői Gábor,	2
1436	Hartmut Böhm,	2
1437	Hann Ferenc művészettörténész,	1
1438	Dr. Baán László  a Szépművészeti Múzeum főigazgatója	2
1439	Petőcz András,	14
1440	Tatai Tibor,	2
1441	Illés Adrienn - csembaló	1
1442	FARKAS Zsolt esztéta	2
1443	Kornis György festőművész,	2
1444	Jan Elantkowski,	10
1445	Skonda Mária Volksbank vezérigazgató-helyettes,	1
1446	Boros Viola	6
1447	Memento Mori Közhasznú Egyesület	2
1448	Rozsda,	2
1449	MOHOLY- NAGY LÁSZLÓ,	3
1450	Fekete József,	5
1451	SZALAY Tibor,	2
1452	NEMES Csaba,	8
1453	Feledy Botond,	2
1454	Beszélgetés	3
1455	Ljudmila Lipatova,	2
1456	Frank Aliona,	1
1457	Koós Gábor	4
1458	Polgár Botond,	6
1459	Sóki Diána művészeti menedzser	1
1460	Kujbus János,	18
1461	Radics Márk,	8
1462	Eve Kiiler,	2
1463	Dr. Döbröczöni Ádám egyetemi tanár	2
1464	Tóth Eszter művészettörténész	2
1465	Delta Hangár zenekar	2
1466	Anna Margit,	14
1467	Arjan JANSSEN,	4
1468	Herkki Erich Merila,	2
1469	Markó Luca Zsófia,	2
1470	Angel Judit	7
1471	Aleksander Zorgaf,	2
1472	Feles Dániel és Birtalan Áron,	2
1473	Alacsony Zsóka,	1
1474	Konzulensek:,	2
1475	Bolt Fotógaléria,	2
1476	Dan Bárta és Robert Balzar Trio,	2
1477	Lengyel és magyar művészek,	2
1478	Kumin Mónika	2
1479	Hámos Gusztáv,	14
1480	Camilla ENGLUND,	4
1481	Andreas Mühe,	2
1482	Fekete Anikó,	2
1483	Pribilla Ottilia,	1
1484	Ye Mimi,	2
1485	Kincses Gyula	2
1486	TAMÁS JOVÁNOVICS	1
1487	Kiss Zoltán László,	2
1488	A fényképezés a humorban,	2
1489	Kárpáti Róbert,	2
1490	Bukta Imre képzőművész	2
1491	Németh Ilona (SK)	2
1492	GÁLDI VINKÓ Andrea,	2
1493	Lakatos Erika,	8
1494	Nagy Kriszta X-T,	2
1495	Taskovics Éva,	25
1496	Lima Victor,	6
1497	GYŐRFFY Sándor,	5
1498	Julia Schwarzwälder,	1
1499	Bak Imrével,	1
1500	Müllner András (ELTE Média és Kommunikáció Tanszék)	1
1501	BOLLA Szilvia. FODOR Dániel János,	2
1502	GLUKLYA (Natalia PERSHINA-YAKIMANSKAYA,	2
1503	Till Attila,	4
1504	A Katalizátor-díj 2014 keretében	2
1505	Pálfi Szabolcs	2
1506	Váncsa István	2
1507	Vörös Botond	1
1508	Markus Copper,	2
1509	HAVAS Anikó D,	1
1510	Dobos György,	2
1511	Szűr-Szabó Józse,	2
1512	Johanna Winklhofer,	2
1513	Csőre Gábor,	4
1514	43 látványötlet,	2
1515	Peter Lowe,	1
1516	Tihanyi Viktor,	4
1517	Kákóczki András	2
1518	Böndi-Bökor Bernadett,	2
1519	Reischl Szilvi,	2
1520	Süli István,	2
1521	Michael Bleyenberg,	2
1522	Sári László,	2
1523	Prof. Somorjai-Kiss Tibor DLA,	2
1524	Pallag Zoltán költő,	1
1525	Papp Sándor,	2
1526	PÓCSIK Andrea,	2
1527	Gera Mihály újságíró	1
1528	divattervező	1
1529	Vicky Martin,	3
1530	Magda Radu,	2
1531	Kozák Ignác Tibor	4
1532	Kaspar Goba,	2
1533	Keserue Zsolt - Polyák Levente,	2
1534	Alexandra Ranner,	2
1535	múvészettörténész	2
1536	Fliegauf Benedek,	4
1537	Jacques Rancière,	2
1538	Matthi,	2
1539	Tóth Zsófia,	5
1540	Szalay Ferenc,	11
1541	Shoji Kato,	2
1542	Igor Bošnjak (BIH),	1
1543	Revák István,	2
1544	RAGÓ Bence,	4
1545	Asztalos Zs.,	2
1546	Entz Sarolta művészettörténész	4
1547	Szilágyi Anna,	4
1548	dr.Rényi András	2
1549	HANJI Saeko JP m.v.,	2
1550	Francisk Mraz Ferko,	2
1551	MOLNÁR Krisztina,	2
1552	Antal Gabriella  Fazekas Katalin,	2
1553	Fuzuki Etsuko,	1
1554	Anneli Porri,	2
1555	Zoboki Gábor DLA építész	2
1556	Zsinka Felicia,	2
1557	Hold/Kor programok	2
1558	Czene Márta,	63
1559	Lee Ynza,	1
1560	Bakonyvári Ágnes művészettörténész,	1
1561	Legéndy Jácint,	2
1562	GERGELY RÉKA,	1
1563	Győrfi Mihály	1
1564	Baki Péter a Magyar Fotográfiai Múzeum igazgatója,	2
1565	Henri NOUVEAU,	2
1566	Bach Máté,	4
1567	Lévai Balázs műsorvezető  szerkesztő	2
1568	H. Power,	6
1569	Pályázók,	2
1570	Fehér Dávid	24
1571	Lovass Dóra,	4
1572	Bernáth/Y.& Son Techno Live Art,	1
1573	Lous Stuijfzand,	4
1574	Berlin kurátora	1
1575	Tasi Gábor,	2
1576	Balogh Gabriella,	2
1577	Manuela Ammer,	2
1578	Steffi Stangl,	2
1579	Horváth Árpád	2
1580	Néber Tímea,	2
1581	Kiscsatári Marianna,	2
1582	Westel Fotópályázat,	1
1583	Sorin Neamtu,	2
1584	Németh Áron,	1
1585	DUO /kettős-játszma/ - Magdalena Zeisel és Mátrai Péter performansza	2
1586	Szepesi Dániel,	2
1587	Gerhard Glück,	2
1588	Barta Gergely,	10
1589	Alex Mirutziu,	4
1590	Maximilian Erbacher,	2
1591	Martin Lukač,	2
1592	Zsemberi-Szígyártó Miklós	1
1593	Prima Surya,	2
1594	F. Dózsa Katalin művészettörténész	1
1595	Bodó Balázs  egyetemi adjunktus,	2
1596	Margit Lukács,	2
1597	Ju-hwan Lee és Seung-hoon Nam,	2
1598	Michaela Holotová Bodnárová	2
1599	BOHÁR András,	2
1600	Angel Orensanz,	2
1601	Csáky Andrea énekes	2
1602	Dorothea Lange,	2
1603	Veszely Ferenc,	26
1604	ESFIAP,	1
1605	Barkóczy István,	2
1606	Andrej RYZHOV,	2
1607	Gaál Zoltán fotográfus,	1
1608	Kozma Andrea,	7
1609	HAJDU ISTVÁN	2
1610	Loong Wah,	4
1611	Lakatos Renáta,	4
1612	Turányi Gábor,	7
1613	nemzetközi művészek,	5
1614	Kovanda,	1
1615	Peterdi André,	2
1616	Pavel RUDOLF,	2
