	step6	version 6 - top sim	version 6 - cnt
953	szemadam gyorgy munkacsydijas	47	1
954	palyi nikolett	56	3
955	magyar sportmuzeum	60	2
956	dirk rausch	50	2
957	kozremukodik juhasz zoltan furulyamuvesz	47	1
958	kiraly laszlo gyorgy	77	3
959	romhany gergely	61	2
960	idan nelkenbaum	52	2
961	kettes mark	61	2
962	metka zupanic	50	2
963	walter weer	57	6
964	martos gabor	70	10
965	kroo anita	73	25
966	kiraly attila	67	4
967	edwin heathcote	50	4
968	ian tyson	61	2
969	boris labbe	52	4
970	uitz bela	50	4
971	winkelmann greta	65	2
972	ban ildiko	67	5
973	ernest zmetak	61	2
974	milo1 (c)tofko	50	2
975	kardos maria	70	6
976	kassa boys	67	1
977	szollosi nagy andras	67	2
978	gojmir anton kos	52	2
979	boros matyas	64	44
980	agata chinowska	61	2
981	installacio elekes karoly	56	2
982	pavla scerankova	59	12
983	ehn gabi	53	2
984	katona mark laszlo	71	2
985	deimantas narkevieius	50	5
986	marincas mira	62	2
987	tolgyesi janos	64	2
988	mozes tamara	58	10
989	ondrej kopriva	55	4
990	smetana agnes uvegmuvesz	53	1
991	magyar dezso	64	2
992	szotyory laszlo kiallitasaban	55	2
993	domonkos sara	62	2
994	fellep kurti gabor kuku cricalmass	48	2
995	gyarmathy tihamer	58	17
996	paksi endre lehel kelemen karoly	56	2
997	miroslav hak	74	1
998	baksasoos krisztina	76	3
999	tart tamogatoek	54	1
1000	eerie av	57	2
1001	carlone krzyszton	58	1
1002	gszabo beata	62	8
1003	yu wang	57	2
1004	valencia james	54	2
1005	marias istvan horror pista	59	13
1006	anton glikin	55	2
1007	karsai daniel	69	20
1008	jiri kocman	55	2
1009	bandl andrea	64	2
1010	fekete balazs	69	17
1011	susanne bachfischer	53	8
1012	revesz janos	78	4
1013	francia nagykovetseg	53	2
1014	oravecz magdolna	67	2
1015	illesmuszka rudolf	47	2
1016	biro roland	64	8
1017	scott aves	50	2
1018	katrina neiburga	62	2
1019	mark anna	74	2
1020	schuller judit	71	2
1021	varnai gyorgy	69	2
1022	liliana moro podmaniczky agnes	51	1
1023	gabriela fridriksdottir	56	2
1024	gal reka	67	3
1025	fur emil	56	14
1026	vercz szilvia	58	4
1027	orosz gellert	58	2
1028	szlauko laszlo	69	6
1029	suveg mark	57	2
1030	anu riestola	67	2
1031	yael bartana	67	6
1032	bizzei istvan	62	1
1033	szabo viktoria	69	2
1034	tandori agnes	59	1
1035	pauline curnier jardin	49	3
1036	roczei gyorgy	69	2
1037	bretus imre	57	114
1038	implausible works szekeres agnus	46	1
1039	benkovits balazs	69	8
1040	baranyai timea	64	2
1041	hannah stippl	55	2
1042	pittmann marci	55	2
1043	andrej zvjagincev elena	51	1
1044	mazsa peter	70	1
1045	varnagy tibor	69	88
1046	szarka klara	67	22
1047	szegedi noemi	56	2
1048	cedric morisset	53	2
1049	ferenczy beni	64	16
1050	eszt epiteszek szovetsege	62	4
1051	fe lugossy	48	1
1052	hajdu kinga	67	31
1053	balla vivien	56	2
1054	anri sala	67	9
1055	klaus beyer	61	2
1056	kovacs johanna	69	5
1057	ned smyth	61	2
1058	kristine schnappenburg	59	6
1059	gaal krisztian	71	2
1060	boronte tamas	75	2
1061	kicsiny balazs dla	59	1
1062	tayler partick nicholas	50	2
1063	tonte barbara	77	2
1064	nagy dalma	67	2
1065	mucsarnok fokuratora	56	1
1066	hegedun gazda bence	50	2
1067	masami akita	67	2
1068	navratil zsuzsanna	71	2
1069	suda yoshihiro	53	4
1070	lukacs katalin	69	2
1071	koszontot oexc priit pallum	45	2
1072	kiallitas ek egyesulet	53	2
1073	nicolas lamas	80	6
1074	seunghoon nam	50	2
1075	gokce suvari	52	2
1076	mladen stilinoviae	53	11
1077	baky peter	78	12
1078	heikki orvola	64	1
1079	soltesz melinda	52	12
1080	annick maelle	60	1
1081	gothar peter	67	2
1082	sipos eszter	72	45
1083	kasza gabor	73	17
1084	valogatas magyar kepzomuveszeti egyetem diplomazo	69	2
1085	hollos istvan	62	3
1086	csizmadia alexa	53	36
1087	nadler istvan	67	154
1088	simon magdolna	67	19
1089	eotvos lorand tudomanyegyetem	47	1
1090	oszter alexandra	62	2
1091	gombocz eva	67	6
1092	varga erika	63	2
1093	louise wilson	59	2
1094	koppany gizella	54	2
1095	simon wachsmuth	59	2
1096	fotogalerie wien	52	2
1097	wrobel peter	70	13
1098	alvar aalto	57	2
1099	spenot toth zoltan	55	2
1100	radics marton	64	2
1101	vera chytilova egy faun delutanja	48	1
1102	joost baljeu	50	2
1103	livan gabor	64	1
1104	tomas kajanek litany precariat	53	2
1105	egri orsolya	64	3
1106	stiller barbara	86	1
1107	markos andras	77	2
1108	zala szabo diana	62	2
1109	sebok imre	61	2
1110	claudia martins	64	5
1111	kuzder rita	58	1
1112	ivana franke	58	1
1113	ciprian mureoan	62	4
1114	csordas gaboriro	64	1
1115	markus laszlo	71	2
1116	british automotive hungary	46	2
1117	bogdandy gabor	64	1
1118	sallay daniel	69	6
1119	bruno baptistelli	51	11
1120	doman raymund	56	2
1121	korolovszky anna	64	4
1122	sz varga istvan	80	2
1123	christopher long	79	2
1124	horog sara	61	2
1125	karl erikson	61	4
1126	trevor amery	54	4
1127	serge blochrol	54	2
1128	tymek borowski	56	2
1129	mta muveszettorteneti kutatointezetenek	55	2
1130	kuratorasszisztens vass viki	44	2
1131	gyorgy katalin	74	4
1132	gyenes zsolt mediamuvesz	69	2
1133	angelika loderer	50	4
1134	magyar kepzomuveszeti egyetem intermedia tanszeke	69	2
1135	fejos laszlo	80	14
1136	foldes laszlo	80	2
1137	szolnoki muvesztelepeti	47	2
1138	cristina garcia rodero	56	2
1139	solymos sandor	59	13
1140	pavel braila	67	2
1141	gajus scheltema	53	2
1142	harry sachs	50	2
1143	vera nimova	59	7
1144	csiky tibor	70	19
1145	barath nora	59	1
1146	francoise morellet	58	1
1147	markolt sebestyen	52	9
1148	daboczi mihaly emlekkiallitasa	51	1
1149	albert katalin	67	6
1150	kocsis judit	73	4
1151	abbas kowsari	57	2
1152	serediuk peter	67	2
1153	simon zsuzsa	75	4
1154	lorincz zoltan	67	2
1155	lovas david	82	4
1156	kiscsatari marianna	62	2
1157	almasy aladar	62	4
1158	csorba laszlo	73	6
1159	racz rebeka	75	6
1160	miroslav polach	74	4
1161	sylwia szymaniak	52	2
1162	pola brandle	58	6
1163	montvai attila	64	2
1164	guntars sietins	55	2
1165	gajzago donata szigeti andras	55	1
1166	szabo vladimir	65	7
1167	uturn quadrennial contemporary art solvej helweg ovesen	43	1
1168	bonnie baxter	54	2
1169	patrick baumuller	60	2
1170	zoran music	57	2
1171	marcel camus	57	2
1172	wiegmann alfred	65	2
1173	anna toth	56	2
1174	kemeny istvan	62	21
1175	mediatudomanyi tanszek	57	2
1176	pomazi csalanok tanczenekar	53	1
1177	terra rossa	58	1
1178	dettre gabor	67	3
1179	pal zs rebeka	75	2
1180	turan esin	57	2
1181	laura prikule	58	2
1182	franziska muckenthaler	55	2
1183	jambor eva	67	2
1184	moderator stenczer sari kurator	51	1
1185	fodor tamas	73	5
1186	olson lamaj	67	1
1187	ono yumiko	60	1
1188	szabo barnabas fotoriporter	49	2
1189	johanna raekallio	53	2
1190	vecsi nagy zoltan	60	29
1191	cristian tirnovan	62	2
1192	bme epitomuveszeti doktori iskolaja	55	2
1193	halasz andras	77	62
1194	orosz istvan valogatasaban	55	1
1195	mahmoud maktabi	59	2
1196	gabor tamas	75	2
1197	nagy zsoka	64	1
1198	paco dalmau	67	1
1199	ivan bianchi	58	2
1200	blasko balazs	69	1
1201	nyakas ilona	58	55
1202	fresch renata	54	2
1203	marta istva	69	1
1204	ferenczy laszlo	71	2
1205	foris katalin	76	2
1206	judi werthein	57	4
1207	mke szobrasz tanszek	57	2
1208	jaroslav nemec kabinet architektury	44	3
1209	hortobagyi laszlo	73	1
1210	dudvary ildiko	67	2
1211	andrew heeps	56	6
1212	czigany tamas	67	2
1213	beluzsar csaba	58	2
1214	herceg laszlo	71	1
1215	fabian zoltan	67	12
1216	szombathi balint	52	2
1217	juhasz dorina	62	11
1218	tasnady attila	67	2
1219	veronique prugnaud	48	2
1220	fazekaskielbassa krisztina	71	2
1221	gaspar eszter	72	2
1222	klaudia kosziba	55	2
1223	sara ambrosini	62	1
1224	ilosvai varga istvan	80	6
1225	katona ildiko mkb private	51	2
1226	rago bence	70	4
1227	mattis teutsch waldemar	53	1
1228	bruce berkow	52	8
1229	zilahy peter	73	1
1230	torocsik aniko	64	2
1231	tu wdaniel huttler	50	2
1232	nemzeti kulturalis orokseg miniszteriumanak	46	2
1233	maureen haldeman	59	2
1234	mullner andras	67	15
1235	orszag lili	58	24
1236	samu bence	70	8
1237	marie bondeson	62	3
1238	christopher scott	79	2
1239	agustin perez rubio	53	4
1240	torteli zsombor	52	2
1241	barati kristof	67	6
1242	gati anna willbe enteriortervezoje krea	45	1
1243	novak kristof	67	2
1244	marcel schwierin	57	4
1245	michal kalhous	54	2
1246	erdely jakab	52	2
1247	fiastina sandlund	52	2
1248	szerdi gabor	70	10
1249	imre zoltan	67	2
1250	magyar kepzomuveszeti egyetem kepzomuveszeti mesteriskola dla	71	1
1251	taba agi	57	11
1252	vylyan pinceszet	50	1
1253	jennifer defelice	47	2
1254	kozma levente	61	1
1255	barbora zentkova	62	1
1256	nemcsics akos	56	4
1257	mako judit	73	3
1258	verebics katalin	76	43
1259	bilak krisztina	76	4
1260	szucs teri	57	10
1261	szijarto kalman	59	6
1262	csengelplank ibolya	48	3
1263	filippo zambon	48	2
1264	nemeth peter mikola	53	2
1265	rakosi peter	76	13
1266	romina giuliani	52	2
1267	zene deti picasso	48	4
1268	alexander brender	59	2
1269	brzozka marek	61	2
1270	stanicz katalin	69	2
1271	magyar kepzomuveszeti egyetem kepzomuveszetelmelet alapszakanak masodik evfolyamos hallgatoi	71	1
1272	horvath kinga	67	15
1273	gabriella luptakova	63	2
1274	zsuzsanna marinka alexandrovna	57	2
1275	barbara banuelos	65	1
1276	maria minchevici	57	1
1277	makrai adel	67	2
1278	oexcellenciaja alena kupchyna feheroroszorszag	38	2
1279	somlaifischer adam	51	4
1280	jelmeztervezo muveszek tarsasaganak	50	2
1281	jessica ballantyne	52	4
1282	breznai andras	62	4
1283	szabo lajos	67	6
1284	kalman kata	59	4
1285	sara aref	67	1
1286	toth norbert kinai szepmuveszeti muzeumban kuratora	47	1
1287	conor kelly	52	4
1288	tomka gabor	73	1
1289	maurer dora	64	198
1290	palfi gyorgy laszlo	69	1
1291	teodora axente	59	2
1292	saros laszlo gyorgy	77	6
1293	adrian paul ile	57	4
1294	bozsa evelin ter wal	61	2
1295	sarkady peter	78	2
1296	barbara gutmann	65	1
1297	kai trausenegger	55	2
1298	mihalyi barbara	67	15
1299	bogdandy zoltan szultan	56	6
1300	kurdyfeher janos	64	2
1301	graham gussin	52	2
1302	kepes andras	72	2
1303	kaszas gergo	70	2
1304	simon lazar bajan	57	1
1305	felkert berki erzsebet	51	1
1306	kos tibor	70	2
1307	galambos aron	64	20
1308	gabrijel stupica	63	2
1309	aline smithson	61	2
1310	szatzker zsanett	52	1
1311	szurcsik benedek	54	2
1312	varady robert	69	41
1313	wolf eszter	70	6
1314	ana bezelga	55	2
1315	andrzej swietlik	56	4
1316	juhwan lee	50	2
1317	pal gyongyi phd	59	2
1318	ligetfalvi gergely	55	13
1319	kovacs mari	83	2
1320	makino takashi	59	2
1321	martin kippenberger	59	4
1322	hannes ribarits	53	2
1323	orosz janos	78	2
1324	rendezo jeles andras	62	2
1325	alexander schellbach	59	2
1326	kohut andras	72	2
1327	megnyitjawehner tibor	47	2
1328	sterk barbara	86	5
1329	szolnokiszendrodi judit nagy stoica georgeta	50	2
1330	varnai peter	75	2
1331	jozsef attila gimnazium dramakore cseke lajos dramajatekot	44	2
1332	eva kot'atkova	55	2
1333	pall tibor krisztian	71	10
1334	koncz zsuzsa	75	4
1335	elisabeth kornfeind osztrak kulturalis forum	46	6
1336	halasz peter	70	14
1337	kaulics viola	56	7
1338	patai zsolt	58	2
1339	gyormosonsopron megyei epitesz kamara	45	2
1340	kapocsy anna	69	2
1341	seres geza	61	4
1342	kutvolgyi lena	57	8
1343	tompa janos csaba	60	4
1344	kampec dolores	54	2
1345	prager laszlo	69	1
1346	valoczkibanfi eva	52	2
1347	novoszadek peter	62	2
1348	banyasz eva	64	1
1349	magyar nemzeti leveltar	51	2
1350	medence csoport	55	2
1351	reisenbuchler sandor	54	2
1352	veres julia	59	3
1353	architecture uncomfortable workshop	45	9
1354	orban gergely kristof	63	13
1355	vago csaba	59	2
1356	drozsnyik istvan	67	6
1357	peter agtmael	56	4
1358	borbas peter-szentes annamaria	50	2
1359	movement screen	57	2
1360	farkas adam	67	58
1361	olah matyas	61	5
1362	motoko katsuta	54	2
1363	jekely zoltan	73	2
1364	dobrovits mihaly	55	4
1365	adolf stiller	52	2
1366	fixc fixation	50	2
1367	csenki attila	67	1
1368	gelencser rothman eva	53	19
1369	hannamari matikainen	58	1
1370	sanja ivekoviae	57	4
1371	halasi dora	67	3
1372	szabo abel	75	41
1373	anu kippasto magyarorszagi eszt intezet	53	2
1374	ion grigorescu	56	7
1375	szamosi peter	69	2
1376	tenk laszlo	83	11
1377	szechenyi istvan egyetem	55	2
1378	horvath norbert	62	4
1379	szabo magda	86	2
1380	kovacs lola haasz katalin	58	1
1381	kopriva attila	79	6
1382	lang szonja	52	2
1383	tadeas goryczka	57	3
1384	estella burga	62	2
1385	nagy gergo	67	23
1386	szilagyi lenke	69	63
1387	adam geczy	64	2
1388	molnar marti	77	2
1389	petocz andras	69	25
1390	madaras peter	69	2
1391	hayde tibor ervin	50	2
1392	miroslav zselinsky	65	6
1393	rechnitzer zsofi	97	33
1394	andrej medvegyev	53	2
1395	karolina bregula	62	4
1396	kovacs dora mirtill	55	2
1397	lakos tamas	62	2
1398	megnyitoval nemeth hajnal mai magyar fotomuveszet	46	2
1399	juergen sarge	56	2
1400	carmela garcia	57	2
1401	jerger krisztina	69	57
1402	tomjanovich katalin	62	3
1403	victor mate magyar zenei tanacs	54	1
1404	pecek lakatos andras	67	2
1405	horst wegmangerminations	48	2
1406	wim wenders	64	5
1407	farkas zsofia	83	29
1408	yukiko shikata	52	1
1409	bkf kepgrafika szakanak diplomakiallitasa	44	2
1410	gala puyol moves	52	2
1411	kreher peter	73	11
1412	hajdu laszlo	80	13
1413	vallaji gabor	64	2
1414	maaria markala	65	2
1415	gerard holthuis	50	2
1416	schadl janos	57	1
1417	bodis barnabas	71	9
1418	kassak muzeum	55	14
1419	milada slizinska	65	2
1420	kisteleki lili	52	2
1421	herendi porcelanmuveszeti muzeum alapitvany	50	2
1422	nazanine ezdiari	55	4
1423	tanakovacs agnes	62	2
1424	varga zsolt	64	35
1425	zoran todorovic	71	4
1426	marvin gaye chetwynd	61	5
1427	bogna burska	61	4
1428	erdesz barna	62	4
1429	zkm karlsruhe	56	2
1430	magyar alkotomuveszeti kozhasznu nonprofit kft	53	2
1431	oelschlagerory lajos	57	4
1432	diego ferrari	52	2
1433	luchezar boyadjiev seiji hori	43	2
1434	catherine jozsa jozsa galeria	51	2
1435	mathilde mestrallet	50	8
1436	juhasz gergo balazs	63	2
1437	bobics diana	91	5
1438	tiziano bulfoni	55	2
1439	valuch tibor	58	2
1440	antal malvina	64	27
1441	weil andras	70	1
1442	vinczeller imre	55	2
1443	prokaryote precariat	53	4
1444	vlad olariu	52	2
1445	gyemant laszlo	74	8
1446	albert levente	59	4
1447	carlos amorales	62	2
1448	bibok piroska	64	3
1449	bonta zoltan	76	2
1450	louis pons	50	2
1451	nagy gyorgy kalman	57	2
1452	szabo anna viola	62	1
1453	monika weychert waluszko	48	2
1454	rechnitzer zsofia	97	14
1455	varga valentin	64	2
1456	sory sanle	57	2
1457	yanina antsulevich	58	1
1458	malaga quintet	52	2
1459	konok tamas kossuthdijas	75	3
1460	menyhart menyus tamaskallai katalin	53	2
1461	hollo istvan szobraszmuvesz	54	2
1462	magnum elsok	64	2
1463	tapasztalt ecsetek	55	2
1464	wojciech koniuszek	48	2
1465	anja jackes	58	2
1466	jean fontaine	65	1
1467	horvath csaba hm hadtorteneti intezet	47	2
1468	lyota yagi	50	2
1469	labass endre	58	17
1470	martina chuda	69	2
1471	veress daniel	75	3
1472	magyar festok tarsasaga beadasu	64	2
1473	janos vargha	52	2
1474	sebestyen zoltan	69	65
1475	rizal pramana	64	2
1476	oravecz gergely	60	2
1477	seija sainio	67	2
1478	nacsa oliver	56	2
1479	wu chitsung	56	2
1480	aknay janos kossuthdijas	75	2
1481	kiss imre	70	5
1482	horvath david	70	2
1483	obuda bekasmegyer	52	1
1484	sivak zsofia	72	10
1485	antal barbara	62	4
1486	arturo schwarz	59	4
1487	pecsi jannus pannonius muzeum	48	2
1488	micha3 brezinski	56	2
1489	juhasz nora	64	4
1490	manuel pelmus	64	2
1491	alexandru mocanu	52	2
1492	hangperformansz goz laszlo	60	2
1493	kozmata ferenc	52	2
1494	parkanyi peter	69	2
1495	eva nagy edi	57	2
1496	olof bandh	67	2
1497	katz david	70	2
1498	erica scourti	55	2
1499	beata nowackakardzis	82	1
1500	pal bella	62	4
1501	tony cokes	57	1
1502	pier paolopasolini edipo	49	1
1503	heather calbraith	57	1
1504	dinara nurimova	53	2
1505	gunics dora	60	6
1506	szentivanyi lajos	58	1
1507	magyar dezire	64	7
1508	adorjan attila	71	17
1509	lipp monika maria	62	2
1510	tarsai epitesziroda	55	2
1511	mester eniko	61	4
1512	rakossy peter	69	2
1513	cseh uveg libenszky	49	1
1514	fatyol zoltan	73	4
1515	jennise marton	62	2
1516	fabian bechtle	52	4
1517	koos pal	60	2
1518	pacsika rudolf	54	91
1519	gerber pal	55	142
1520	szombathy andras	75	2
1521	stefan osnowski	59	14
1522	karolyi zsuzsanna	82	2
1523	gaby wijers	50	2
1524	hod adrienn	55	2
1525	alexey katalkin	71	2
1526	molnar beatrix	77	2
1527	koppany attila	79	23
1528	michael rakowitz	69	6
1529	paksy zoltan	76	2
1530	lakatos gelleri barnabas	63	2
1531	ludo mich	61	2
1532	gacs reka	63	2
1533	olajos gyorgy munkacsydijas	67	2
1534	santa janos botond	62	10
1535	sarkozi fanni	55	2
1536	angel marcos	58	2
1537	csordas dorka	67	4
1538	aron barath	59	2
1539	anna witt	52	6
1540	csernok gyula	64	4
1541	rajnai krisztina	76	4
1542	toth livia	64	12
1543	kopek gabor	64	8
1544	miryana todorova	71	2
1545	vercz szilvia magdolna	55	3
1546	lakner antal kepzomuvesszel	53	2
1547	beszelgetotarsak rez andras	55	2
1548	gergely reka	58	17
1549	hollo barnabas	88	4
1550	nikola djukich	50	2
1551	rieger attila trio	58	1
1552	kelemen kabatban	58	2
1553	andre stempfel	55	4
1554	gyerman petra	59	2
1555	gary grimshaw	52	1
1556	sebastian kretzschmar	50	2
1557	bernathy live	59	2
1558	gosztola kitti	50	72
1559	christa bartesch	53	4
1560	raboczky judit rita	56	30
1561	gado flora	63	63
1562	elisabeth nowakthaller	60	2
1563	fritz oberlerchner	53	2
1564	boldogh dezso	55	2
1565	georg krause	64	4
1566	jeanluc godard kifulladasig	47	1
1567	katarzyna szeszycka	56	2
1568	kis veronika edit	67	2
1569	marlene lahmer	57	2
1570	jarmeczky istvan	62	1
1571	popovics lorinc	55	1
1572	zsolnay laszlo	69	9
1573	faur zsofia	83	8
1574	nemeth gabor	70	34
1575	csefalvay andras	71	20
1576	olafur eliasson	59	2
1577	szarmiklos gyorgy	56	4
1578	ormenyi akos	64	4
1579	toronyi zsuzsanna	82	2
1580	benoit regent	64	3
1581	mero laszlo	75	3
1582	sipos mate	64	2
1583	pereli zsuzsa	67	12
1584	lux antal	58	46
1585	kemeny maria	64	1
1586	orlai petrich soma	53	2
1587	fejer ern	57	1
1588	saros laszlo magyar epitomuveszek szovetsegenek	55	6
1589	tamas menyhert	55	2
1590	bali janos alomban kompoziciojat	47	1
1591	dabi istvan	73	13
1592	maj ajna	60	4
1593	niina alafossi	55	2
1594	szoboszlay janos	62	2
1595	beata nowackakardzis kuratora	82	1
1596	kocsis barbara	64	18
1597	szalontai abel	75	20
1598	farkas robert	96	2
1599	toth orsi	63	2
1600	szabo maya	86	1
1601	joel schumacher osszeomlas	57	1
1602	mariana moldovan	69	2
1603	mariejo lafontaine	65	1
1604	allen siegel	57	1
1605	elisabeth gregorec	60	6
1606	nathalie bachand	55	1
1607	andrianaivo mahenina	59	2
1608	csordas eszter	67	2
1609	dinea laszlo	72	1
1610	flavia pitia	54	2
1611	gehes gabor	70	2
1612	tothvasarhelyi reka	58	1
1613	erdody gabor koltomufordito	48	1
1614	volgyi vera	54	3
1615	kendra bea	58	2
1616	nepszabadsag fotoriportere	47	2
1617	ludmann mihaly	61	10
1618	sz biro zoltan	69	2
1619	debreceni egyetem muszaki karanak	47	2
1620	phillippe brame	54	2
1621	zsigmond attila btm galeria	58	2
1622	ditty ketting	54	3
1623	major balazs	60	2
1624	marko balazs velencei biennale kuratorai	48	2
1625	szombathy karoly	75	4
1626	ana vujanovic	59	2
1627	hartyanyi jaroszlava	50	2
1628	beke veronika	67	2
1629	virag agnesetortenesz	47	2
1630	bede peter	73	2
1631	nemcsics antal	77	2
1632	mersits piroska	64	1
1633	katariina ryoppy	51	2
1634	michael fanta	69	2
1635	brada tibor mnkacsydijas	67	2
1636	elsa valle	56	3
1637	somoskoi gabor	64	2
1638	benko adam	64	2
1639	maria rajmon	67	2
1640	zina mihailovna	64	1
1641	heiner muhlenbrock	47	2
1642	rozsnyay bela	62	2
1643	nagy aniko	67	51
1644	magyar grafikaert alapitvany	50	2
1645	andrzej kostolowski	59	2
1646	mozes reka	63	3
1647	eifert janos	72	10
1648	friedrich ferenc	56	2
1649	nagy angela	67	2
1650	tatsumi orimoto	50	2
1651	ban krisztian	79	2
1652	elod agnes	70	57
1653	hincz gyula	76	12
1654	bartha mark	64	4
1655	benedek kata	64	2
1656	egri maria	64	6
1657	litwin jozsef	62	8
1658	gabor gyorgy vallasfilozofus	52	2
1659	pinter andras	69	2
1660	milan fritzpatrick	56	2
1661	dorothea lange	58	2
1662	jerome li thiao te	53	2
1663	pattantyus gergelyuvegmuvesz	44	2
1664	jacobo alonso	52	3
1665	simon sandor	67	6
1666	klara liden	58	2
1667	jan oordt	55	2
1668	nadori livia	64	2
1669	nanay szilamer	61	4
1670	anita stankova	59	2
1671	bartosz mucha	59	1
1672	csomor miroslava	52	2
1673	ullmann vivien	50	1
1674	sonja braas	61	2
1675	antal peter	69	10
1676	ai weiwei	53	3
1677	fogarasi andreas	67	2
1678	maxim gorkij makar csudra	53	2
1679	pap eva	62	1
1680	ramin mazur	57	2
1681	varga csaba	64	5
1682	gaal istvan	73	2
1683	out time	56	2
1684	lenkes laszlo	83	2
1685	barbara yoshida	57	2
1686	bocz gyula	76	3
1687	mazanyi judit	56	3
1688	chris haring running sushi	48	2
1689	jana (r)elibska	56	1
1690	koszegi nora	61	2
1691	kiss tamas mugyujto	55	1
1692	nagy imre	64	8
1693	winkler janos	72	1
1694	time's up	47	2
1695	olah orsolya	61	14
1696	portrefilm karatson gabor	54	1
1697	boltskey miklos	52	2
1698	bodis krisztian	79	2
1699	base matters	58	2
1700	visky andras	70	6
1701	munkacsydijas fesztomuves	56	2
1702	jioi suruvka	52	2
1703	malgorzata szymankiewicz	51	2
1704	ballo ede	57	5
1705	bazsanyi sandor irodalomkritikus	47	2
